Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01
being,12063.68,12122.5,12209.94,12375.31,12449.63,12496.69
women,3299.51,3437.07,3418.4,3371.2,3389.08,3397.11
much,4371.74,4385.57,4389.31,4352.59,4311.19,4273.59
sign,1103.29,1098.26,1083.19,1069.17,1067.91,1056.52
file,6388.53,6392.39,6286.72,6291.65,6204.26,6185.14
link,2692.22,2638.33,2618.72,2643.66,2589.5,2567.37
open,10584.3,10544.16,10464.4,10439.42,10419.28,10359.9
today,1571.69,1547.55,1510.49,1506.48,1485.15,1461.05
technology,16205.97,15967.26,15818.16,15654.78,15516.09,15434.12
south,2562.83,2545.14,2519.37,2525.04,2525.14,2514.51
case,7050.16,7028.06,7029.04,7038.96,6994.53,6993.43
project,11377.9,11302.13,11269.72,11204.13,11225.84,11208.79
same,11670.33,11690.68,11792.34,11876.31,11864.88,11914.42
pages,2664.62,2578.42,2484.64,2460.2,2418.89,2387.33
uk,3905.92,3822.29,3639.72,3536.48,3468.18,3456.11
version,15983.41,16171.93,16293.93,16432.14,16414.15,16573.38
section,2678.42,2589.24,2546.03,2494.2,2456.11,2458.58
own,6217.74,6197.7,6231.79,6196.75,6152.3,6106.23
found,6192.72,6272.58,6349.72,6414.22,6510.6,6549.83
sports,1081.72,1099.93,1124.39,1126.9,1157.87,1158.42
house,2146.19,2144.94,2182.54,2227.7,2272.31,2280.07
related,4759.91,4799.08,4792.38,4828.66,4859.49,4836.71
security,12468.25,12379.6,12339.99,12308.09,12225.5,12023.21
both,12061.1,12138.31,12181.67,12248.78,12244.89,12246.16
g,8663.25,8439.16,8238.24,7929.41,7795.66,7707.48
county,496.0,503.37,501.61,504.53,515.73,514.85
american,6002.94,6080.39,6122.74,6125.58,6181.0,6240.3
photo,1115.36,1114.07,1130.04,1090.52,1099.71,1087.17
game,40262.6,40687.34,40946.45,41298.23,41510.4,41625.0
members,4217.33,4207.51,4204.34,4163.59,4211.92,4168.63
power,6842.27,6855.83,6948.26,6891.87,6923.18,6942.1
while,13901.92,14200.05,14304.44,14397.4,14507.12,14655.71
care,921.27,928.53,906.3,911.01,928.31,887.97
network,18206.37,17931.65,17680.83,17460.19,17341.69,17316.55
down,4729.72,4809.06,4852.96,4865.03,4912.23,4978.45
computer,25159.92,24631.89,24264.8,24066.58,23863.15,23777.5
systems,20411.22,20015.02,19795.52,19642.81,19486.04,19363.71
three,9888.17,9856.08,9868.28,9877.16,9858.57,9917.06
total,3432.35,3489.48,3510.48,3537.27,3559.7,3559.54
place,4356.21,4338.97,4327.92,4328.87,4279.39,4240.65
end,7543.58,7611.3,7621.93,7578.29,7573.85,7536.63
following,8841.81,8921.73,8986.22,9050.77,9096.23,9156.27
download,1908.11,1875.37,1806.94,1773.78,1751.93,1729.2
h,3990.46,3850.58,3748.77,3627.42,3554.27,3479.09
him,4887.58,4932.2,5050.86,5038.22,5082.07,5097.2
without,6809.49,6812.56,6832.75,6848.37,6865.79,6920.64
per,4487.33,4556.96,4546.02,4619.09,4660.95,4710.3
access,11433.97,11448.57,11318.19,11268.98,11299.51,11235.61
think,909.2,921.88,919.22,921.29,900.39,894.1
north,2802.64,2770.62,2777.04,2755.96,2739.18,2735.16
resources,3368.52,3350.54,3302.89,3277.89,3260.34,3240.82
current,4352.76,4309.02,4256.03,4175.45,4165.39,4115.76
posts,787.57,815.38,870.75,895.19,923.66,946.96
big,2030.6,2078.38,2093.69,2083.77,2075.33,2047.16
media,11401.19,11573.37,11751.95,11900.83,11991.29,12007.89
law,3551.39,3517.77,3551.68,3563.37,3554.27,3554.94
control,10111.58,9980.06,9896.55,9760.12,9687.18,9638.95
water,1322.39,1314.59,1308.55,1290.59,1322.28,1338.47
history,3437.52,3447.05,3419.2,3343.52,3361.16,3334.29
pictures,1061.02,1082.46,1061.38,1062.84,1074.11,1068.01
size,4357.07,4403.04,4380.43,4329.66,4315.07,4337.95
art,4125.03,4072.73,4065.4,4105.86,4118.08,4133.39
personal,3600.56,3623.44,3600.14,3583.14,3589.94,3576.39
since,10995.77,11095.79,11185.72,11208.87,11183.18,11240.97
including,13964.03,14180.91,14305.25,14451.97,14681.61,14876.36
guide,1404.34,1372.83,1336.83,1316.69,1288.16,1280.24
shop,553.8,541.64,540.38,534.58,520.38,523.28
directory,1036.86,1028.37,999.99,989.3,960.11,939.3
board,3860.21,3887.19,3914.36,3925.56,3944.36,3934.19
location,3164.08,3150.85,3113.88,3091.26,3057.93,3024.77
change,3890.4,3927.96,3941.82,3936.63,3906.36,3900.48
white,2906.15,2942.02,3402.24,3428.93,3403.04,3398.65
text,5547.48,5374.0,5324.69,5285.74,5261.99,5278.78
small,4742.66,4758.31,4743.91,4675.24,4661.73,4631.38
rating,951.47,934.36,943.45,924.45,905.05,899.46
rate,2793.15,2811.39,2806.12,2845.32,2852.41,2820.2
government,5436.21,5502.13,5546.82,5651.09,5714.9,5726.98
children,2114.27,2052.59,2086.42,2128.85,2083.86,2098.49
during,9721.68,9938.45,10067.79,10190.32,10370.43,10424.25
usa,1637.25,1500.96,1408.72,1333.3,1220.69,1202.09
return,2565.42,2561.78,2595.3,2595.42,2613.55,2611.81
students,3024.33,3055.17,3057.33,3075.44,3083.52,3043.92
v,4802.18,4664.29,4555.71,4307.52,4186.33,4189.32
shopping,417.51,407.69,411.95,405.68,404.83,392.27
account,2916.5,2964.48,2977.37,3014.55,3004.41,3020.93
times,5649.27,5646.07,5668.79,5627.37,5593.92,5569.92
sites,2897.53,2867.13,2827.93,2756.75,2699.63,2642.46
level,8661.53,8592.25,8526.61,8586.56,8534.74,8501.98
digital,10156.44,10218.01,10329.5,10411.74,10441.78,10356.07
profile,1872.74,1871.21,1828.75,1811.74,1775.97,1762.91
previous,3587.62,3614.29,3618.72,3637.7,3679.13,3698.98
form,6498.09,6502.22,6470.08,6497.26,6457.09,6441.8
events,3824.84,3822.29,3790.77,3810.1,3800.11,3807.01
love,885.91,901.08,910.33,905.47,899.62,894.86
old,2197.08,2208.18,2218.89,2200.02,2189.33,2209.58
john,3214.97,3172.48,3173.65,3167.97,3144.79,3161.14
main,6073.68,6088.71,6015.31,6047.29,5977.03,5983.64
call,2578.36,2565.94,2540.37,2529.79,2494.89,2477.73
hours,1780.44,1778.85,1789.97,1773.78,1730.21,1720.78
image,7207.16,7160.35,7238.25,7210.56,7185.31,7191.86
department,4215.6,4153.43,4086.41,4060.79,4054.49,4082.82
title,2730.18,2719.03,2684.96,2654.73,2637.59,2644.75
description,1269.77,1232.22,1223.74,1211.51,1200.52,1182.17
non,7302.04,7307.61,7264.9,7279.36,7307.07,7313.68
k,5247.29,5071.98,4996.74,4859.5,4718.34,4693.44
y,3077.81,3007.74,3000.79,2903.84,2708.94,2685.36
insurance,505.49,529.16,515.34,533.0,539.0,527.11
another,6810.35,6850.84,6810.14,6815.16,6829.34,6821.04
why,1122.26,1094.1,1092.08,1082.61,1057.83,1045.8
shall,272.59,266.25,262.52,262.55,257.48,258.19
property,2071.14,2038.44,2037.95,2033.95,2024.14,2025.7
class,3956.82,3850.58,3917.59,3901.04,3880.77,3838.42
cd,969.58,967.64,957.18,963.2,963.99,975.31
still,4602.92,4700.07,4687.37,4731.39,4736.18,4727.15
money,1903.79,1908.65,1903.87,1918.49,1980.71,1989.69
quality,3393.53,3370.5,3352.97,3338.78,3312.3,3305.94
every,5592.34,5574.52,5548.43,5519.03,5479.92,5433.54
listing,366.61,367.75,371.56,369.31,375.36,366.99
content,10430.75,10436.83,10528.21,10587.3,10592.23,10564.46
country,1886.54,1884.52,1886.1,1889.23,1924.1,1923.81
private,3483.24,3471.18,3485.44,3456.61,3427.08,3404.78
little,1799.42,1784.68,1796.44,1789.59,1775.19,1775.94
visit,458.91,444.3,428.11,419.13,415.69,419.08
save,1261.14,1278.81,1279.48,1262.92,1251.71,1246.53
tools,5330.97,5235.89,5218.87,5207.45,5180.56,5200.63
low,4123.3,4141.79,4122.75,4116.14,4108.77,4128.02
reply,285.53,287.05,295.64,298.13,289.27,294.97
customer,1741.62,1744.74,1740.7,1742.14,1724.01,1691.66
december,7148.5,7337.57,7474.11,7613.87,7687.86,7623.97
compare,618.5,604.88,603.39,595.48,584.75,589.94
movies,753.93,749.65,740.71,746.52,744.51,732.44
include,9046.25,9014.91,8967.64,8911.59,8867.44,8895.78
college,2611.14,2566.78,2545.22,2540.86,2532.11,2529.83
value,6139.24,6131.97,6201.9,6180.14,6181.0,6152.19
article,3158.9,3143.36,3020.18,2922.82,2877.23,2852.38
york,4113.82,4069.4,4086.41,4047.34,3990.89,3998.54
man,2864.75,2818.04,2822.28,2845.32,2895.06,2866.17
card,3305.54,3326.41,3320.66,3356.18,3339.44,3280.66
jobs,896.26,914.39,882.06,864.35,870.15,874.94
provide,6134.06,6077.06,6032.27,5969.79,5915.76,5865.65
j,7139.01,6803.41,6596.89,6483.02,6277.16,6156.79
food,940.25,926.87,968.49,973.48,976.4,981.44
source,9192.9,9120.58,9022.56,9034.95,9066.76,9042.12
author,2015.93,2068.4,2055.72,2049.77,2024.14,2008.85
different,11650.49,11614.14,11558.9,11545.76,11481.76,11447.07
press,3798.1,3705.81,3630.03,3529.36,3479.04,3440.79
u,5828.7,5802.49,5746.33,5753.9,5743.6,5753.8
learn,1186.96,1188.95,1166.39,1191.74,1217.59,1225.08
sale,892.81,883.6,899.03,917.33,929.86,931.64
around,5531.96,5537.91,5575.09,5602.07,5599.35,5639.64
print,1419.87,1445.22,1436.99,1419.5,1408.37,1406.65
course,1552.71,1575.84,1560.57,1538.91,1505.31,1531.54
job,1395.71,1383.65,1369.94,1325.39,1315.3,1320.08
canada,1922.77,1942.76,1918.41,1907.42,1896.95,1900.06
process,8515.74,8422.52,8308.51,8248.1,8245.47,8232.3
teen,130.26,138.11,136.51,149.46,149.68,146.33
room,1436.26,1408.61,1382.87,1368.88,1334.69,1355.32
stock,1070.51,1111.58,1138.93,1167.23,1170.28,1170.68
