Date,Art,Bio,Chem,CS,Phy,Math,Philosophy,simple,Sports,Featured
2021032500,122.01,136.16,122.14,144.88,133.93,133.1,185.51,18.45,148.4,863.34
2021032600,116.57,128.02,112.73,136.71,122.92,123.44,175.27,17.58,137.45,850.82
2021032700,106.83,111.85,97.57,110.92,104.22,103.42,159.22,15.64,157.96,839.58
2021032800,113.13,115.49,100.57,112.19,109.34,107.57,168.51,15.91,151.06,911.11
2021032900,121.47,131.9,115.7,137.32,125.67,118.47,179.43,17.45,139.16,869.31
2021033000,120.55,130.88,117.26,135.61,126.02,121.12,174.68,17.5,139.92,846.92
2021033100,115.76,129.53,119.59,131.31,125.23,116.85,172.84,16.87,138.67,837.43
2021040100,112.7,123.51,111.28,132.07,118.47,113.4,165.68,16.62,130.65,823.54
2021040200,102.98,113.59,99.69,116.1,109.29,106.54,161.88,14.8,120.04,804.0
2021040300,100.42,108.49,94.69,108.62,103.67,101.28,167.7,14.56,120.39,828.24
2021040400,108.95,110.3,95.07,107.87,105.02,101.38,168.96,14.67,125.73,869.58
2021040500,117.82,132.52,113.48,130.23,125.68,122.44,183.88,17.17,133.09,888.19
2021040600,115.91,134.84,114.4,136.04,127.01,156.79,179.71,16.81,132.36,896.35
2021040700,117.84,134.38,118.06,136.56,130.28,125.43,180.0,17.51,128.53,872.67
2021040800,120.79,132.38,117.88,135.42,130.85,125.96,174.02,17.88,130.55,857.26
2021040900,118.62,126.29,109.68,129.96,121.13,116.87,166.07,23.69,129.81,1421.93
2021041000,111.7,111.09,94.67,109.02,104.66,103.38,157.88,21.42,133.72,1226.86
2021041100,123.77,118.47,102.26,111.81,111.27,109.9,168.14,19.73,140.69,1199.65
2021041200,128.88,132.17,118.98,136.48,129.98,123.48,176.41,19.51,129.43,1105.81
2021041300,125.68,136.55,122.63,133.69,128.15,121.77,174.0,17.48,127.84,926.21
2021041400,121.34,133.99,118.96,131.18,126.04,124.78,177.01,17.16,127.73,891.2
2021041500,118.25,132.18,116.55,127.07,124.29,116.7,172.45,17.35,139.81,969.77
2021041600,112.46,146.78,117.41,122.89,120.13,120.94,164.84,16.32,125.46,1096.76
2021041700,104.46,144.23,106.92,103.2,106.37,103.76,158.25,20.83,133.86,1246.86
2021041800,110.05,149.45,113.36,106.88,117.21,106.1,166.09,18.95,144.35,1142.96
2021041900,119.07,143.12,124.47,132.27,132.91,123.32,178.42,19.07,149.5,998.4
2021042000,116.75,142.6,124.92,132.58,130.53,122.57,181.74,18.48,138.09,988.43
2021042100,114.84,137.44,122.06,131.9,126.42,120.48,177.73,18.56,137.85,964.93
2021042200,115.61,135.4,120.3,131.09,131.08,121.79,177.14,18.2,127.77,906.44
2021042300,107.91,124.47,111.95,130.02,122.91,113.44,164.83,17.15,124.26,853.92
2021042400,97.48,114.98,100.14,101.43,114.56,99.36,152.68,15.13,119.8,846.18
2021042500,108.33,117.48,104.54,108.56,116.69,103.92,164.38,15.75,132.25,898.13
2021042600,120.09,136.15,122.33,132.04,137.58,122.41,182.5,18.3,129.22,891.98
2021042700,114.8,131.2,120.24,129.95,127.96,118.89,173.14,17.19,128.04,854.49
2021042800,114.57,131.5,120.89,128.93,126.16,117.08,175.02,17.55,123.55,899.2
2021042900,118.59,130.91,116.88,125.69,123.85,116.94,174.92,17.56,126.55,895.73
2021043000,120.33,123.64,106.61,120.51,115.75,109.47,168.4,16.08,124.03,823.36
2021050100,110.05,109.79,92.88,99.61,100.36,94.56,158.57,14.03,125.51,819.53
2021050200,117.29,119.01,97.19,100.45,108.82,100.8,177.92,14.93,141.17,869.56
2021050300,132.41,133.58,116.76,137.58,132.15,120.1,200.01,16.97,142.98,906.37
2021050400,127.08,135.16,118.79,150.42,134.24,119.15,191.99,17.42,134.32,876.4
2021050500,125.69,136.69,116.7,164.54,127.55,118.57,184.66,17.53,132.3,844.54
2021050600,132.12,134.81,116.42,177.71,126.82,117.18,179.93,17.32,134.53,833.32
2021050700,132.46,129.29,106.7,170.44,117.1,106.65,173.06,16.86,123.74,828.19
2021050800,123.58,131.91,94.81,147.81,108.34,100.85,167.29,15.12,125.97,859.92
2021050900,108.71,151.33,96.83,156.04,103.93,96.68,161.3,15.04,137.02,869.36
2021051000,111.53,137.33,113.34,175.79,124.69,115.49,174.68,17.02,128.77,869.73
2021051100,110.2,130.45,114.0,139.87,124.55,118.44,177.13,16.61,134.44,915.82
2021051200,120.82,123.53,108.59,123.63,118.58,121.86,206.8,16.15,130.37,871.25
2021051300,131.27,118.41,103.6,116.21,112.88,125.36,161.54,15.42,127.03,843.94
2021051400,97.24,111.91,96.48,106.99,107.76,103.8,156.45,14.65,116.86,808.61
2021051500,95.0,103.88,88.39,93.51,96.08,92.18,150.17,13.47,127.65,828.4
2021051600,100.61,109.95,94.98,96.4,104.95,101.23,161.58,15.34,139.97,899.28
2021051700,108.96,128.52,115.55,124.91,127.91,122.66,184.53,16.48,134.15,914.97
2021051800,107.7,129.74,113.93,125.67,126.38,118.79,176.69,17.03,131.83,881.93
2021051900,105.82,128.45,113.78,123.73,124.42,115.35,167.07,17.13,128.54,840.37
2021052000,105.23,127.74,111.59,127.36,120.59,112.14,165.93,16.42,132.5,825.99
2021052100,103.29,118.94,105.37,115.4,116.68,106.26,159.63,14.88,125.47,826.98
2021052200,93.37,107.43,90.26,97.03,98.04,93.32,150.56,13.42,144.25,823.06
2021052300,101.34,113.8,92.54,99.42,108.75,98.93,157.73,14.36,207.94,908.73
2021052400,109.33,131.55,110.52,119.69,124.12,111.45,171.83,16.18,185.24,941.63
2021052500,109.56,130.73,114.18,127.32,123.91,113.75,172.16,16.72,144.95,903.09
2021052600,105.41,124.47,109.54,125.26,121.92,114.08,166.52,16.68,139.55,873.78
2021052700,103.02,122.84,106.64,121.19,117.43,116.17,162.1,15.94,135.45,820.64
2021052800,98.34,116.54,100.07,115.71,110.05,105.68,155.49,14.77,121.82,821.07
2021052900,96.54,105.4,88.89,98.67,96.17,93.07,145.99,13.23,131.73,818.13
2021053000,99.29,108.07,91.98,98.25,103.92,98.93,154.99,13.28,136.89,858.48
2021053100,102.99,124.02,105.45,115.56,113.73,113.76,166.71,15.64,138.36,882.88
2021060100,100.41,133.17,108.5,120.11,115.71,110.26,161.96,15.35,130.01,871.82
2021060200,98.66,129.66,108.21,119.38,114.9,108.9,160.82,14.34,128.44,849.26
2021060300,98.21,121.61,108.49,118.32,114.93,108.48,159.78,15.27,128.8,833.5
2021060400,101.85,119.81,102.8,116.83,112.49,104.47,156.81,14.34,128.32,823.75
2021060500,87.04,107.88,90.92,97.77,96.81,94.64,142.31,12.37,130.75,773.25
2021060600,95.45,111.28,94.65,101.98,103.76,95.81,150.72,13.45,135.08,839.73
2021060700,100.88,125.29,111.01,124.63,120.26,111.6,161.4,13.62,147.36,808.44
2021060800,100.07,127.94,110.1,127.47,119.48,112.16,160.64,14.44,131.69,794.39
2021060900,100.69,125.85,108.36,123.56,116.13,113.47,158.08,14.44,130.2,791.28
2021061000,97.57,121.06,105.48,119.99,114.33,108.48,156.83,14.12,124.44,825.94
2021061100,93.48,115.25,99.38,111.0,105.9,100.5,150.16,13.18,134.31,782.43
2021061200,85.55,104.77,87.5,90.9,93.91,114.4,141.35,12.25,144.25,830.54
2021061300,90.49,117.5,89.47,93.89,96.83,92.87,151.66,12.9,153.21,798.18
2021061400,98.11,122.64,107.1,118.88,121.72,105.89,157.36,13.0,142.57,796.95
2021061500,95.67,120.84,106.29,116.88,113.8,104.86,159.02,13.84,151.21,776.6
2021061600,94.72,121.41,106.0,113.73,111.77,102.7,153.61,14.38,144.63,749.79
2021061700,93.93,117.46,102.39,111.25,108.92,101.73,152.41,13.59,138.59,759.98
2021061800,98.88,115.24,98.16,106.12,105.49,95.54,146.66,12.64,136.97,767.73
2021061900,86.53,103.16,86.09,87.88,91.19,87.67,141.43,11.74,145.41,763.04
2021062000,89.58,106.35,89.23,90.06,95.33,90.18,145.29,11.82,149.63,778.05
2021062100,94.75,118.9,103.28,111.1,109.13,98.84,152.9,13.08,148.78,756.47
2021062200,92.59,119.43,105.7,112.99,112.95,99.3,149.82,13.16,144.32,743.32
2021062300,90.29,117.42,102.5,113.9,109.24,104.77,150.49,13.12,146.88,729.8
2021062400,92.07,117.93,100.07,112.77,106.62,100.17,149.09,12.9,137.71,732.18
2021062500,85.58,106.51,92.88,104.62,100.07,92.52,141.06,12.49,122.52,738.95
2021062600,83.62,97.31,83.07,87.25,88.61,82.28,135.08,11.36,137.35,736.38
2021062700,89.96,100.31,85.5,89.44,90.31,85.06,142.0,11.68,150.22,778.61
2021062800,91.04,111.96,98.57,112.98,104.65,98.7,148.46,14.0,153.23,755.32
2021062900,94.12,113.38,99.87,111.04,107.25,98.4,148.38,13.5,173.29,757.72
2021063000,93.42,113.23,100.49,115.01,109.69,98.15,152.64,12.42,141.93,745.37
2021070100,94.47,116.84,104.08,133.53,114.92,104.64,158.85,13.36,139.63,781.56
2021070200,93.06,109.66,97.36,122.68,105.65,98.85,152.5,12.17,149.93,809.67
2021070300,89.71,102.27,87.6,106.02,94.68,89.6,150.1,11.2,219.23,802.01
2021070400,91.55,103.54,89.09,107.73,97.55,92.66,155.41,11.66,162.55,848.83
2021070500,95.06,114.15,101.72,125.3,107.89,101.82,166.12,12.31,146.72,828.58
2021070600,101.63,118.88,110.07,135.64,110.54,102.64,162.68,12.6,157.26,859.35
2021070700,93.77,113.84,103.9,135.72,109.18,101.06,155.21,12.9,164.0,833.57
2021070800,96.18,116.38,101.01,131.73,106.92,99.81,151.98,12.48,151.9,809.72
2021070900,90.91,107.5,93.56,123.01,100.74,95.37,147.86,12.17,132.42,766.28
2021071000,86.59,98.49,85.37,105.24,92.73,89.08,141.57,10.76,136.12,784.26
2021071100,87.32,98.03,84.75,109.46,92.69,88.71,142.09,11.36,200.03,839.43
2021071200,95.72,110.73,101.33,130.93,109.37,103.5,158.29,12.0,183.7,803.6
2021071300,100.77,126.74,103.18,133.03,110.38,101.59,158.01,11.61,167.42,787.6
2021071400,97.73,124.49,102.36,131.63,112.75,101.25,158.3,12.87,146.44,769.5
2021071500,95.47,110.99,99.72,133.66,109.4,100.32,157.9,12.69,140.16,756.6
2021071600,93.31,104.12,93.47,128.96,102.1,94.97,160.44,12.0,131.47,752.81
2021071700,87.29,98.15,85.91,111.22,91.65,85.71,159.71,13.84,136.09,760.39
2021071800,92.96,102.33,86.8,116.41,92.79,87.84,160.03,11.79,148.47,820.01
2021071900,98.66,109.39,99.1,141.13,106.97,100.21,165.29,14.67,148.08,793.08
2021072000,90.49,107.46,97.07,137.01,105.07,97.55,156.6,15.37,144.81,770.34
2021072100,87.94,110.15,91.48,129.19,105.39,93.83,148.8,15.16,158.9,757.78
2021072200,90.75,112.23,97.97,137.53,106.97,101.51,153.9,17.46,165.36,775.83
2021072300,87.89,103.35,91.1,130.52,104.86,95.03,153.01,15.83,223.85,784.45
2021072400,82.59,94.85,79.63,109.11,86.52,89.41,137.59,13.62,278.84,767.32
2021072500,84.55,96.94,82.41,105.71,87.92,85.59,143.16,12.31,282.95,804.83
2021072600,93.13,109.55,97.63,130.48,104.12,99.39,151.17,14.65,285.69,785.89
2021072700,92.34,111.06,97.84,133.14,105.84,100.22,149.11,16.47,282.38,760.49
2021072800,93.71,110.42,98.33,128.32,101.65,98.29,146.26,14.04,280.04,754.45
2021072900,88.43,110.64,94.64,127.33,100.59,95.91,147.82,14.13,261.92,741.12
2021073000,88.45,105.97,90.64,123.33,96.5,93.55,146.49,13.41,266.94,740.91
2021073100,86.25,98.97,84.29,111.87,87.94,89.08,146.92,14.41,267.12,773.94
2021080100,93.19,103.55,86.22,113.4,91.38,90.0,154.13,14.31,304.62,791.13
2021080200,97.95,112.25,97.05,131.35,102.78,99.41,152.54,11.75,292.17,786.05
2021080300,90.49,108.93,96.92,131.29,103.12,97.52,149.12,11.94,266.3,743.68
2021080400,88.68,107.46,96.35,128.58,101.63,96.79,148.61,12.35,284.17,736.01
2021080500,89.14,106.12,95.55,124.7,100.35,95.67,147.72,13.59,305.84,743.78
2021080600,86.41,100.17,89.71,118.79,98.72,89.77,143.05,12.54,307.46,717.52
2021080700,85.05,96.26,82.24,105.38,90.74,84.47,140.78,11.92,361.07,748.91
2021080800,91.46,97.47,84.64,104.63,91.12,87.94,146.76,11.27,338.74,793.98
2021080900,96.12,109.67,97.6,128.86,103.48,97.07,156.05,12.41,206.6,762.33
2021081000,92.83,119.87,97.0,126.39,103.33,99.75,167.16,12.3,182.26,753.71
2021081100,91.17,113.21,96.36,124.44,106.17,97.26,150.9,12.6,181.59,766.19
2021081200,92.97,114.7,99.5,124.82,118.8,99.81,157.89,13.4,165.35,774.88
2021081300,86.93,103.81,89.81,115.34,98.47,92.51,163.29,12.84,149.05,729.08
2021081400,85.5,94.78,81.16,99.32,85.03,83.64,154.92,12.27,146.09,743.29
2021081500,90.34,96.1,84.69,98.99,89.8,86.86,163.97,11.83,147.97,793.04
2021081600,95.17,105.96,99.67,122.66,101.39,98.99,175.61,13.48,136.96,794.53
2021081700,95.64,108.77,101.09,127.61,104.55,104.94,171.91,13.97,135.21,791.65
2021081800,96.43,109.98,101.8,126.37,113.21,112.77,169.35,13.65,129.91,778.74
2021081900,95.87,110.57,99.82,126.54,113.35,107.33,168.93,14.29,128.91,787.03
2021082000,94.56,104.87,93.88,119.45,102.68,98.97,164.19,13.99,123.09,770.42
2021082100,90.84,96.42,84.72,101.96,92.01,88.05,153.47,13.02,132.03,805.44
2021082200,90.23,96.34,83.95,100.87,88.2,89.1,154.06,11.75,136.35,810.14
2021082300,99.79,116.23,101.94,129.71,107.7,108.04,167.13,13.93,130.14,791.3
2021082400,97.08,113.37,102.39,129.52,111.02,107.76,162.91,13.71,127.33,803.26
2021082500,100.04,112.03,102.44,131.11,112.51,109.54,162.94,13.98,136.28,794.17
2021082600,96.62,110.5,100.82,130.04,107.73,106.81,160.17,13.16,160.47,769.54
2021082700,96.47,104.33,94.93,124.22,104.8,102.2,154.0,12.68,174.72,767.15
2021082800,89.7,97.31,84.7,105.48,88.87,90.08,144.98,11.58,151.74,766.1
2021082900,95.91,106.35,87.96,108.29,93.01,92.18,152.27,11.72,150.62,828.14
2021083000,102.2,112.95,99.95,126.36,106.43,104.82,160.14,12.63,135.73,797.68
2021083100,101.44,109.78,99.4,127.84,106.85,106.33,158.85,12.96,135.87,753.17
2021090100,105.44,112.89,101.34,128.7,109.3,110.24,157.54,13.36,144.06,748.5
2021090200,104.85,113.26,100.04,126.89,114.22,107.9,156.22,15.58,144.45,738.2
2021090300,142.44,103.73,93.06,120.46,117.37,100.3,149.8,12.26,134.34,721.67
2021090400,104.86,95.21,83.03,106.21,94.12,86.06,145.17,11.39,130.97,732.31
2021090500,102.0,100.51,86.39,105.88,94.64,90.29,153.55,11.4,145.24,784.04
2021090600,109.8,112.38,100.0,126.73,109.37,107.14,167.31,12.35,140.06,812.1
2021090700,108.71,118.1,103.55,132.1,114.42,116.81,191.81,13.54,138.49,810.52
2021090800,109.04,114.32,105.26,133.57,114.91,115.15,180.77,14.07,140.06,849.87
2021090900,108.97,116.46,104.61,133.81,112.27,118.47,203.39,13.67,131.51,865.66
2021091000,98.57,104.96,96.49,122.52,106.1,109.22,184.16,13.04,128.29,815.5
2021091100,92.36,94.76,85.74,104.12,93.57,92.95,173.49,13.03,129.73,887.63
2021091200,97.73,100.06,90.48,106.81,95.18,104.16,177.11,13.86,137.5,891.2
2021091300,107.04,114.37,108.76,132.49,115.82,120.42,182.29,14.71,127.04,818.61
2021091400,109.92,116.95,107.17,139.33,117.25,122.56,179.07,15.09,125.84,781.99
2021091500,123.06,154.26,120.29,378.17,124.36,127.25,185.31,14.49,175.15,855.34
2021091600,116.61,125.23,111.6,140.97,123.68,123.61,176.88,14.84,158.87,820.61
2021091700,106.16,126.99,116.81,131.88,114.18,114.16,165.29,14.17,148.0,809.67
2021091800,91.37,99.01,88.29,107.43,94.63,94.32,150.31,12.57,115.83,740.55
2021091900,96.39,106.11,93.06,107.52,98.76,101.79,156.91,12.87,127.46,784.73
2021092000,107.15,118.42,107.95,133.09,116.9,120.57,173.12,14.24,127.31,810.22
2021092100,109.95,119.68,110.93,137.12,119.2,123.4,174.7,14.79,122.57,768.11
2021092200,110.43,120.8,110.42,136.47,117.75,123.27,171.83,14.9,120.76,789.26
2021092300,107.14,116.58,109.55,135.32,116.16,120.98,172.03,14.47,118.4,759.38
2021092400,100.21,109.22,101.0,128.84,106.47,112.55,162.97,13.11,113.29,750.42
2021092500,93.08,99.35,85.35,108.64,90.53,97.49,155.52,12.27,119.91,740.8
2021092600,97.7,104.48,91.54,112.13,97.35,103.0,164.95,13.11,134.72,768.56
2021092700,109.22,120.96,110.74,152.03,117.85,123.37,178.83,18.13,127.7,786.14
2021092800,109.27,121.79,111.79,139.4,119.71,123.93,178.86,17.62,125.97,775.84
2021092900,109.06,120.44,110.31,137.11,117.8,123.54,178.13,17.17,126.83,761.89
2021093000,106.24,119.73,106.88,138.24,117.37,120.43,174.3,21.93,124.68,762.77
2021100100,100.24,107.56,98.21,126.56,107.71,113.51,166.88,24.75,115.36,747.31
2021100200,96.39,97.98,88.23,110.41,92.87,101.07,159.44,17.87,114.99,760.94
2021100300,114.14,111.91,94.51,113.66,100.75,104.0,167.35,13.58,130.06,806.51
2021100400,141.97,121.78,111.79,155.87,119.67,124.97,181.82,14.94,123.15,804.12
2021100500,118.38,120.66,111.1,148.88,130.98,125.51,178.46,18.72,113.34,786.74
2021100600,111.67,118.25,116.25,149.47,121.86,126.34,171.9,17.89,113.44,767.84
2021100700,107.88,114.95,109.35,152.77,119.15,123.22,166.54,16.55,118.85,785.47
2021100800,108.84,107.75,101.93,136.22,110.35,112.27,159.61,12.7,120.67,755.25
2021100900,97.83,100.71,91.12,121.26,98.78,100.67,151.02,16.09,130.42,789.83
2021101000,112.67,108.12,103.27,121.03,110.84,106.34,160.78,13.24,150.71,808.9
2021101100,111.18,121.79,112.78,141.36,123.13,120.07,170.29,14.57,148.49,799.73
2021101200,110.47,117.84,110.49,138.07,120.85,123.09,169.52,14.67,157.09,783.25
2021101300,122.93,116.47,107.46,135.96,117.43,120.18,169.05,14.2,138.11,767.43
2021101400,118.76,112.68,104.25,133.02,113.6,118.2,167.82,13.5,129.7,775.89
2021101500,108.03,103.16,93.75,126.48,103.17,109.25,156.02,11.89,122.78,753.24
2021101600,97.99,95.27,85.9,112.51,91.25,94.8,150.47,12.86,118.42,756.22
2021101700,100.37,104.45,92.73,116.86,98.57,105.28,155.25,13.66,121.73,819.1
2021101800,107.77,120.93,106.67,140.25,115.72,119.22,167.77,14.83,117.03,799.64
2021101900,108.82,118.62,109.45,139.3,120.42,123.17,167.84,15.88,123.82,786.32
2021102000,108.78,120.76,108.8,141.35,117.49,123.36,168.58,15.86,125.04,784.86
2021102100,109.48,118.38,108.19,140.19,117.24,122.84,166.13,15.01,120.9,825.06
2021102200,102.17,110.38,101.12,129.48,109.89,112.35,153.25,13.61,118.15,775.22
2021102300,94.71,114.59,87.47,109.48,93.3,96.0,142.33,12.46,112.97,742.51
2021102400,101.41,109.91,91.66,112.42,97.52,102.98,153.07,12.94,135.08,826.33
2021102500,116.11,129.77,117.07,141.67,129.68,136.53,170.98,14.61,125.41,823.19
2021102600,119.33,122.82,110.69,141.67,120.19,123.55,168.0,14.42,117.81,791.83
2021102700,117.0,123.04,119.34,142.51,120.4,123.14,169.43,14.29,116.71,774.95
2021102800,114.09,116.69,104.47,145.36,118.44,119.78,168.86,14.15,124.74,775.83
2021102900,102.48,106.46,97.0,144.04,105.9,108.36,160.4,12.79,121.44,762.98
2021103000,96.4,91.55,80.39,114.11,90.95,91.46,140.59,12.22,122.77,772.39
2021103100,104.41,96.27,86.09,113.7,96.96,97.12,151.53,11.54,146.43,804.56
2021110100,111.51,111.42,102.49,134.7,112.72,115.25,163.16,13.74,157.84,796.78
2021110200,106.27,109.67,101.55,136.88,112.89,115.7,157.53,13.8,135.81,783.41
2021110300,114.85,108.36,99.89,132.65,114.21,115.3,157.53,12.43,137.96,759.07
2021110400,112.73,104.27,96.48,123.2,129.92,111.84,155.73,11.93,129.26,759.64
2021110500,127.16,101.07,92.9,118.74,111.94,104.88,149.11,14.51,120.48,816.32
2021110600,91.06,90.94,79.87,102.31,95.52,92.78,135.82,14.94,122.03,748.56
2021110700,99.58,99.36,89.43,108.37,104.7,104.09,147.88,12.98,134.48,782.44
2021110800,109.62,114.84,107.45,136.87,120.78,121.41,162.64,14.39,127.75,786.71
2021110900,117.53,137.91,117.7,142.2,135.08,130.05,183.93,17.63,122.72,826.91
2021111000,108.23,114.04,106.17,136.01,121.18,120.07,161.28,13.93,119.68,768.07
2021111100,104.75,113.6,102.7,129.34,114.99,115.22,155.39,14.99,128.58,786.97
2021111200,110.21,103.49,95.14,127.39,111.61,109.36,151.11,13.06,142.21,824.04
2021111300,98.16,93.13,84.91,129.64,99.93,95.52,142.69,12.24,149.42,804.9
2021111400,107.96,98.84,89.26,133.24,101.16,100.78,154.53,13.12,189.03,866.8
2021111500,119.2,117.15,107.68,158.66,120.04,119.02,169.57,14.28,201.02,839.19
2021111600,109.41,114.44,108.76,143.18,117.74,119.43,158.9,14.39,189.8,796.15
2021111700,115.2,114.67,106.94,161.0,118.7,117.45,160.97,14.86,163.57,803.73
2021111800,128.66,119.62,109.06,156.92,119.94,120.35,170.6,14.67,125.24,811.18
2021111900,110.98,108.39,97.08,145.84,108.15,108.06,153.02,13.38,116.07,759.92
2021112000,102.0,100.15,84.03,126.69,92.41,91.04,149.87,11.53,116.86,739.54
2021112100,113.62,104.92,90.94,126.89,98.98,103.24,159.9,12.94,134.86,783.55
2021112200,114.74,121.79,108.16,148.55,117.02,117.68,168.51,14.84,125.97,777.27
2021112300,108.35,118.64,106.65,135.54,118.76,116.79,162.0,14.43,126.16,767.41
2021112400,102.05,116.11,103.33,133.57,113.85,112.69,155.97,14.53,126.06,757.39
2021112500,97.93,111.08,99.72,129.42,106.7,106.48,148.06,14.51,130.21,748.82
2021112600,93.13,114.13,91.19,128.3,100.69,102.41,144.96,13.73,132.39,753.79
2021112700,92.61,109.95,84.61,113.43,93.31,95.46,142.39,14.16,128.08,806.95
2021112800,102.68,123.37,90.2,117.71,99.49,99.28,152.85,19.54,131.67,866.82
2021112900,108.89,123.45,106.58,143.17,119.19,117.34,161.85,29.47,128.29,846.78
2021113000,107.24,137.18,109.28,167.26,122.12,123.58,165.69,15.11,123.54,834.06
2021120100,108.16,133.01,107.22,146.5,119.48,118.48,163.56,14.96,118.23,800.85
2021120200,119.06,132.21,107.46,136.39,117.63,119.1,161.6,16.03,120.11,805.04
2021120300,105.03,139.73,100.93,129.99,111.39,115.04,153.39,15.92,119.22,792.69
2021120400,97.52,136.25,94.5,112.59,97.29,99.63,147.71,17.53,121.26,803.17
2021120500,104.51,136.84,97.63,115.46,106.0,104.18,161.66,18.02,133.72,858.22
2021120600,111.88,125.12,110.52,138.61,121.3,119.65,170.85,18.03,126.58,857.84
2021120700,114.09,125.6,111.08,219.51,133.5,117.92,169.98,24.23,129.15,858.58
2021120800,109.31,144.96,108.81,141.28,123.74,117.52,214.15,14.45,137.21,896.54
2021120900,104.97,144.99,104.11,140.15,117.57,115.65,162.64,13.98,135.92,904.77
2021121000,96.59,116.03,96.24,133.04,107.3,107.09,154.32,13.42,123.78,840.04
2021121100,89.83,112.91,82.85,111.88,92.55,94.89,143.27,12.21,117.55,820.85
2021121200,99.2,119.2,87.46,114.76,97.89,99.02,172.38,13.51,135.68,834.75
2021121300,109.24,126.68,106.8,138.89,117.44,115.34,262.37,14.9,152.87,829.79
2021121400,108.27,130.13,104.96,137.43,115.97,115.68,168.45,15.49,131.96,805.46
2021121500,135.95,124.25,103.35,143.85,113.12,112.68,178.62,15.67,123.73,789.54
2021121600,139.86,124.93,101.74,137.53,108.55,111.3,175.05,14.25,114.84,796.78
2021121700,109.11,113.9,91.33,127.26,111.41,100.13,153.67,12.89,113.35,763.44
2021121800,95.26,98.99,81.96,107.63,90.3,88.16,146.27,11.88,112.28,761.29
2021121900,96.1,103.02,86.46,109.42,94.99,94.69,152.19,13.43,120.64,789.28
2021122000,96.49,114.15,96.28,129.47,103.03,104.96,157.86,13.8,115.94,781.38
2021122100,95.28,106.36,93.52,127.45,99.68,113.24,157.43,14.26,106.71,746.38
2021122200,93.26,132.7,90.79,125.87,96.63,117.46,176.1,13.76,103.88,733.17
2021122300,86.05,125.78,84.0,119.88,90.38,96.69,178.32,13.36,101.78,735.19
2021122400,82.31,113.58,77.31,109.08,83.96,84.96,162.15,12.43,100.17,766.18
2021122500,85.16,92.06,73.08,100.33,90.51,83.58,161.57,12.23,116.77,830.36
2021122600,87.23,105.41,77.51,107.72,100.04,86.43,167.55,13.01,127.63,885.06
2021122700,93.14,107.29,86.13,122.57,98.97,95.66,170.06,12.93,137.9,853.27
2021122800,93.0,105.02,86.82,122.39,100.97,102.98,173.27,12.86,122.54,826.36
2021122900,93.4,107.75,89.83,123.41,99.13,98.39,163.68,13.4,121.65,847.61
2021123000,91.78,106.48,86.21,117.86,94.66,93.18,156.02,12.83,115.95,824.36
2021123100,81.24,98.15,77.5,102.9,88.32,85.93,143.27,11.46,111.27,785.46
2022010100,86.27,99.18,76.58,103.23,85.43,85.32,151.55,11.21,120.59,885.07
2022010200,101.12,110.85,88.22,113.17,101.43,97.82,171.47,13.84,139.47,944.97
2022010300,104.04,113.95,103.31,131.23,107.8,103.98,166.58,13.59,139.34,871.72
2022010400,102.84,117.52,98.78,134.04,113.66,106.42,164.0,14.34,127.78,829.69
2022010500,107.76,123.73,102.1,137.74,115.0,108.88,164.07,14.24,121.64,838.85
2022010600,105.17,117.69,100.43,134.24,110.29,104.26,161.68,13.87,124.23,822.7
2022010700,106.63,116.69,99.03,132.35,109.69,111.0,160.76,13.69,123.67,839.06
2022010800,101.29,107.42,89.86,120.7,119.97,124.59,161.3,13.6,127.98,931.42
2022010900,105.61,107.94,92.53,122.79,107.25,105.85,163.14,17.82,135.98,929.93
2022011000,110.45,122.44,104.84,142.57,118.89,114.79,168.19,14.86,135.21,854.19
2022011100,110.17,130.98,107.27,147.25,120.32,119.25,176.51,15.22,130.31,832.22
2022011200,109.78,123.74,106.67,145.11,123.73,114.81,175.3,14.77,128.79,833.59
2022011300,108.25,120.18,105.15,140.79,123.88,107.41,163.63,14.79,125.73,808.08
2022011400,103.07,110.45,95.84,128.01,112.4,103.45,155.63,13.05,119.01,797.96
2022011500,95.99,102.51,86.89,111.44,102.54,91.79,149.8,12.14,121.49,796.99
2022011600,101.28,104.25,94.78,114.6,104.53,96.22,153.95,13.12,143.82,839.4
2022011700,105.19,113.77,101.08,135.43,114.95,105.54,160.6,13.37,130.89,821.03
2022011800,107.89,117.51,105.26,167.49,118.23,110.25,164.56,13.49,130.16,818.87
2022011900,107.51,120.65,106.3,144.97,116.69,112.63,164.51,13.96,177.59,803.43
2022012000,106.57,118.94,104.65,144.5,116.97,112.63,161.52,14.62,151.64,792.93
2022012100,103.39,117.74,99.25,138.09,111.13,110.39,155.63,13.75,132.05,796.22
2022012200,95.36,113.93,87.93,115.3,98.6,95.52,147.58,12.36,132.1,834.77
2022012300,102.74,110.94,90.83,118.39,100.48,100.86,153.54,12.89,160.16,833.27
2022012400,107.35,119.33,103.55,141.9,115.82,113.21,158.87,13.51,144.02,790.32
2022012500,109.06,118.6,104.46,140.29,116.95,114.37,162.8,13.74,127.68,794.06
2022012600,113.97,119.75,103.55,144.28,115.36,115.05,184.87,13.2,134.91,801.01
2022012700,114.56,125.39,111.21,148.36,124.05,120.68,184.26,14.42,147.42,833.58
2022012800,115.92,121.53,107.7,141.79,119.06,112.88,170.5,13.39,147.6,854.37
