Date,Art,Bio,Chem,CS,Phy,Math,Philosophy,simple,Sports,Featured
2022012900,102.93,109.14,94.24,124.13,103.28,100.85,157.66,12.21,145.22,876.25
2022013000,109.38,111.76,94.96,125.12,103.74,103.52,162.6,13.19,168.28,920.17
2022013100,114.3,127.95,110.07,148.72,121.14,119.48,171.75,14.74,169.48,865.61
2022020100,122.84,124.45,108.72,144.58,118.04,117.32,180.64,14.7,151.24,837.52
2022020200,135.47,124.36,109.56,146.11,120.54,118.81,177.73,14.81,156.18,841.4
2022020300,130.78,124.91,109.69,159.26,120.74,119.73,172.96,14.75,162.28,846.9
2022020400,121.78,117.99,104.37,151.4,116.25,111.04,165.06,13.97,179.08,842.34
2022020500,110.67,104.39,91.4,129.18,102.0,110.46,156.15,12.13,172.4,848.02
2022020600,117.02,108.17,93.71,122.51,106.11,101.87,163.7,13.5,215.64,924.61
2022020700,149.84,126.54,111.59,154.9,125.13,125.07,185.92,14.96,195.55,873.68
2022020800,163.79,127.25,110.9,155.44,125.01,125.51,193.02,15.32,167.94,836.94
2022020900,155.07,127.48,114.23,155.81,125.98,121.89,192.13,16.01,157.24,827.63
2022021000,157.35,127.66,112.3,155.63,125.48,122.75,193.11,15.77,177.75,851.78
2022021100,153.78,122.77,104.65,141.99,116.14,116.46,176.47,14.5,164.17,808.73
2022021200,149.82,110.14,90.4,128.26,100.46,99.19,170.46,13.27,176.53,817.23
2022021300,160.19,119.54,99.47,139.39,115.35,120.36,190.14,14.86,199.01,891.46
2022021400,146.27,123.22,107.58,151.59,122.01,122.61,181.06,14.91,203.07,843.47
2022021500,131.16,122.34,110.13,153.32,122.34,118.72,178.54,15.93,164.92,814.27
2022021600,113.53,123.84,108.88,155.23,121.03,117.53,167.07,15.21,158.53,816.96
2022021700,113.47,126.35,110.11,157.1,122.45,120.28,167.76,16.49,172.14,820.61
2022021800,108.76,115.6,102.88,149.34,114.26,112.43,159.06,15.15,167.11,854.43
2022021900,101.41,103.78,89.02,125.1,98.61,101.63,151.56,14.84,164.89,823.73
2022022000,109.02,110.37,94.33,131.95,105.61,104.53,162.62,16.08,175.03,909.35
2022022100,115.66,121.53,106.43,152.88,118.35,115.43,169.61,16.73,145.29,929.85
2022022200,113.02,124.42,110.93,153.92,125.55,119.42,171.47,17.14,138.12,883.77
2022022300,113.61,124.48,112.27,152.88,127.07,118.99,170.03,22.15,138.34,898.32
2022022400,110.14,118.14,107.95,147.65,116.91,108.86,172.5,18.31,134.49,849.64
2022022500,97.69,108.32,99.22,149.61,110.17,102.06,161.17,17.26,132.54,826.15
2022022600,89.29,97.41,87.37,135.06,95.02,92.2,151.59,14.91,123.85,815.94
2022022700,100.33,106.28,95.6,140.26,107.59,98.75,163.57,17.1,131.25,886.57
2022022800,104.62,118.7,110.67,153.85,120.44,110.51,168.74,17.23,135.87,883.87
2022030100,104.93,116.47,106.96,152.23,116.51,110.28,167.09,17.79,125.9,838.87
2022030200,107.39,119.44,111.0,153.58,120.84,113.11,170.04,18.9,122.12,801.25
2022030300,102.63,116.67,109.62,150.17,114.9,107.96,166.33,18.71,119.39,806.95
2022030400,97.41,111.72,105.13,139.73,112.19,105.12,157.76,18.33,122.21,770.59
2022030500,91.65,99.41,91.53,117.63,95.47,92.04,156.88,17.64,117.1,765.26
2022030600,98.41,106.48,96.36,121.28,100.77,97.9,162.05,15.94,131.0,847.16
2022030700,107.67,119.51,111.36,142.28,118.05,113.17,168.27,16.89,130.76,840.52
2022030800,105.14,117.47,110.9,149.95,115.36,113.1,161.0,16.95,125.33,799.93
2022030900,104.02,120.3,113.62,152.12,121.6,115.62,166.26,16.73,127.3,872.72
2022031000,105.27,117.6,117.16,148.01,115.67,111.96,163.71,17.34,127.74,828.63
2022031100,97.12,110.14,102.34,136.95,108.42,104.37,155.23,15.52,118.51,799.67
2022031200,91.44,99.53,88.16,116.94,92.13,91.76,150.06,13.84,120.84,812.62
2022031300,96.68,103.65,92.91,120.08,98.08,100.16,160.7,14.62,133.81,868.94
2022031400,103.14,117.82,107.48,141.83,116.61,142.28,173.33,15.54,126.17,868.77
2022031500,102.69,117.05,108.36,141.48,115.95,122.77,168.58,16.31,129.39,812.49
2022031600,105.03,113.88,102.13,134.44,111.34,115.16,159.43,15.9,127.54,820.25
2022031700,97.39,107.71,98.91,129.1,105.46,104.84,153.63,13.65,123.87,778.53
2022031800,93.52,100.96,91.68,128.2,98.05,99.39,151.9,12.71,139.53,751.87
2022031900,88.24,93.57,84.44,110.45,87.14,87.28,141.78,11.7,130.82,775.69
2022032000,96.95,103.77,91.47,115.76,94.63,93.28,156.9,12.85,152.17,828.86
2022032100,105.35,122.43,107.17,141.63,112.54,109.58,167.15,14.79,155.81,844.31
2022032200,108.97,120.91,110.63,143.51,116.01,111.06,171.19,14.7,138.48,836.76
2022032300,108.28,120.56,110.69,146.3,117.33,113.93,172.76,15.28,136.03,827.08
2022032400,104.83,116.51,106.22,145.43,110.33,111.11,165.54,14.81,170.25,797.64
2022032500,95.05,108.89,98.24,129.87,102.73,102.65,153.08,13.4,188.56,772.74
2022032600,87.75,96.15,84.77,109.22,87.83,90.22,144.16,11.83,144.25,765.04
2022032700,95.57,107.62,91.0,113.76,96.88,100.63,154.88,12.94,159.1,857.28
2022032800,101.03,115.33,104.48,138.06,112.96,109.82,172.39,14.05,162.94,874.71
2022032900,101.63,113.79,104.96,141.37,111.98,110.79,160.19,14.56,177.81,814.02
2022033000,101.96,115.03,104.92,141.42,120.4,111.21,168.74,14.42,183.13,799.32
2022033100,99.43,114.36,104.3,141.5,116.47,111.84,162.73,15.22,163.88,811.07
2022040100,92.28,103.47,93.15,133.8,103.78,104.81,153.02,12.31,193.59,790.8
2022040200,93.8,97.8,84.73,117.33,90.59,91.52,153.39,11.79,156.53,807.99
2022040300,93.06,101.99,88.4,117.71,97.08,96.28,161.76,11.73,137.41,814.03
2022040400,106.24,118.65,105.58,145.96,116.48,115.63,180.08,13.87,132.14,844.86
2022040500,102.54,116.61,105.28,142.66,118.72,110.53,172.23,14.1,128.73,807.72
2022040600,104.33,118.84,106.48,145.27,121.51,112.97,171.66,14.31,126.45,807.44
2022040700,104.11,116.72,105.9,143.86,117.36,111.1,168.8,14.24,128.41,815.13
2022040800,97.12,108.68,97.78,132.81,106.64,103.89,158.49,13.02,122.16,791.68
2022040900,91.78,97.71,85.25,112.42,90.83,155.57,151.72,11.47,122.25,794.48
2022041000,98.17,105.24,90.97,116.14,97.98,96.75,162.67,12.45,139.4,853.95
2022041100,101.58,113.92,103.26,139.56,110.46,109.24,166.34,13.51,121.45,821.69
2022041200,100.51,111.56,103.19,139.15,108.85,109.41,159.39,12.84,124.39,790.0
2022041300,95.91,105.86,97.98,132.75,104.37,105.82,155.12,11.95,132.31,763.96
2022041400,93.66,100.6,91.8,127.28,99.69,98.88,152.25,11.54,132.1,779.39
2022041500,90.4,96.23,85.24,120.02,92.96,97.01,150.01,11.4,120.9,773.19
2022041600,86.44,93.93,81.09,108.97,86.1,87.63,143.68,11.3,115.91,778.78
2022041700,93.01,97.18,87.31,112.12,91.55,94.02,159.21,11.67,124.56,824.56
2022041800,106.15,115.06,101.65,136.06,107.77,107.76,175.08,14.99,125.9,827.18
2022041900,108.28,125.28,111.31,145.98,115.9,116.32,174.88,19.18,124.74,794.81
2022042000,111.78,136.01,116.96,146.37,111.82,112.33,170.14,17.94,123.8,776.36
2022042100,99.75,125.38,109.06,136.98,106.44,104.11,160.6,17.49,113.95,800.95
2022042200,93.55,109.25,97.09,133.39,104.4,103.62,159.88,15.49,114.63,796.69
2022042300,95.45,101.41,86.9,116.57,90.45,93.53,152.11,13.51,122.56,759.21
2022042400,98.12,106.74,93.68,120.8,97.52,98.84,161.67,13.94,141.74,785.45
2022042500,105.24,121.74,106.84,147.36,116.85,116.03,175.29,16.17,130.82,805.46
2022042600,101.33,118.39,105.1,156.07,112.78,113.26,168.15,17.37,121.88,763.32
2022042700,99.73,119.21,102.5,147.24,112.02,108.88,165.72,15.62,117.8,775.85
2022042800,98.79,125.79,103.39,142.81,110.08,110.6,161.42,16.02,117.3,767.45
2022042900,89.79,105.35,89.58,129.11,98.35,98.1,149.63,14.87,107.36,715.78
2022043000,83.17,106.93,78.14,106.66,86.74,88.31,142.28,12.6,108.69,721.72
2022050100,93.15,119.48,84.93,113.14,92.39,94.41,156.55,12.55,124.68,793.85
2022050200,98.56,111.29,94.66,128.68,105.27,107.9,165.3,12.86,127.03,813.11
2022050300,98.94,117.52,97.59,137.3,110.29,115.52,169.66,15.14,147.94,985.2
2022050400,107.06,129.49,106.04,140.91,115.21,113.94,183.16,16.51,147.86,966.32
2022050500,95.76,113.95,97.22,135.8,106.63,107.28,160.87,16.63,129.83,748.25
2022050600,91.42,116.06,93.14,125.5,99.62,101.34,152.76,16.07,121.98,724.42
2022050700,111.07,116.93,83.32,107.4,88.27,91.38,147.3,14.09,126.85,736.51
2022050800,97.2,155.3,84.94,109.82,94.49,100.21,172.93,14.1,132.53,781.85
2022050900,104.83,120.32,101.51,135.74,108.72,108.65,168.53,17.47,127.91,792.15
2022051000,106.71,121.89,105.45,139.59,113.37,113.61,171.03,18.23,124.91,1078.37
2022051100,99.49,118.37,100.39,135.68,110.13,110.83,163.51,17.4,121.23,758.77
2022051200,98.99,110.9,97.72,133.6,113.7,108.8,159.27,16.76,118.74,788.08
2022051300,94.92,106.81,92.04,125.98,106.79,103.26,153.87,15.54,116.21,769.91
2022051400,84.13,94.31,78.97,103.99,89.26,86.44,144.72,13.52,121.51,741.38
2022051500,91.58,101.59,83.02,108.25,91.68,91.16,153.62,13.11,128.78,796.61
2022051600,98.21,113.7,98.09,130.3,109.19,105.55,164.47,17.63,131.46,797.52
2022051700,95.55,114.34,100.87,133.24,108.5,107.71,161.93,15.54,123.49,760.11
2022051800,126.35,113.72,101.11,135.61,115.65,128.7,234.8,15.83,133.84,816.02
2022051900,106.19,112.42,97.82,134.28,106.17,108.67,173.68,15.91,133.3,754.7
2022052000,89.51,103.69,90.01,124.69,98.61,96.49,162.08,15.11,121.67,719.44
2022052100,84.54,92.9,81.32,107.99,87.74,84.58,153.74,13.25,125.07,706.6
2022052200,91.23,98.46,84.47,111.12,90.85,89.99,162.5,13.29,160.74,784.91
2022052300,97.53,113.98,99.9,130.15,106.57,104.47,169.02,16.59,146.36,805.58
2022052400,97.27,112.4,99.89,136.94,109.5,105.93,165.55,15.6,130.48,781.8
2022052500,104.83,111.21,97.8,134.4,105.05,103.33,162.15,15.33,143.73,745.96
2022052600,102.98,117.89,98.14,132.33,105.34,103.03,164.59,14.72,150.08,765.23
2022052700,89.81,100.26,86.35,118.98,93.1,93.51,147.79,14.38,128.27,721.78
2022052800,85.3,91.05,77.65,104.14,82.13,84.76,138.41,13.67,148.34,726.9
2022052900,91.01,96.69,82.53,106.15,87.14,88.18,148.22,13.67,161.07,783.5
2022053000,98.79,110.27,94.27,123.37,101.56,100.45,153.37,14.87,143.39,794.86
2022053100,114.15,109.83,97.22,131.36,105.39,104.12,153.13,16.12,131.5,785.22
2022060100,91.81,107.05,93.72,131.35,103.33,99.55,146.99,15.31,133.43,786.99
2022060200,91.96,106.22,92.02,134.04,99.22,100.38,145.67,16.29,131.48,856.53
2022060300,86.67,97.93,87.43,122.43,93.47,96.34,139.35,15.33,121.22,825.4
2022060400,87.86,93.42,81.11,105.94,106.66,116.33,135.9,14.18,120.15,826.44
2022060500,93.35,98.24,86.61,110.45,93.53,93.1,145.35,13.48,147.87,907.21
2022060600,98.37,110.27,96.12,128.89,102.45,103.52,153.15,16.09,140.26,847.14
2022060700,102.08,110.51,96.59,133.03,102.39,103.93,148.14,15.46,140.61,782.64
2022060800,95.24,108.77,94.71,130.92,101.44,102.06,147.26,16.5,139.79,763.51
2022060900,91.05,108.16,91.33,129.64,99.52,100.54,142.52,16.59,132.45,743.12
2022061000,92.26,107.02,88.6,121.61,95.85,98.33,140.08,14.7,122.38,747.17
2022061100,84.74,99.33,78.97,104.53,83.31,89.14,135.57,14.1,125.58,755.88
2022061200,91.79,102.42,83.49,112.94,90.06,94.59,148.99,14.91,139.29,808.87
2022061300,95.65,111.81,95.3,135.24,104.15,103.54,156.26,17.71,141.47,825.48
2022061400,98.46,114.17,96.73,134.68,104.17,103.78,152.3,18.29,158.67,811.04
2022061500,93.33,111.13,94.29,134.08,100.5,100.19,148.43,16.55,140.92,758.62
2022061600,92.81,106.21,91.18,130.31,99.5,97.8,148.55,16.06,131.44,763.16
2022061700,89.48,98.55,85.18,119.36,93.37,91.36,137.85,14.78,129.01,752.61
2022061800,86.61,93.49,81.44,104.33,106.48,87.62,138.51,13.72,121.09,790.88
2022061900,87.19,97.46,81.03,104.35,89.52,88.66,141.12,14.33,132.78,797.45
2022062000,102.36,105.2,91.63,125.55,99.15,97.32,149.81,15.43,130.24,799.89
2022062100,92.72,103.48,92.07,132.5,98.22,97.67,147.39,15.83,129.91,757.31
2022062200,89.88,102.07,91.37,127.35,97.72,96.47,147.68,15.59,123.18,743.64
2022062300,86.04,100.05,87.65,123.22,94.98,93.56,141.6,15.03,118.68,732.06
2022062400,81.41,93.84,81.4,113.8,89.01,85.66,148.05,14.51,137.56,703.54
2022062500,81.08,88.99,73.99,102.41,80.24,81.74,141.66,13.89,144.27,799.24
2022062600,88.06,94.26,81.12,102.29,88.79,85.17,147.14,13.93,144.56,830.9
2022062700,90.98,101.55,91.07,123.19,96.21,93.36,150.69,15.45,142.34,800.38
2022062800,86.38,100.03,88.73,128.15,94.72,92.65,148.04,15.05,127.09,738.66
2022062900,89.62,99.3,88.74,128.63,94.13,93.79,151.42,15.07,122.66,728.62
2022063000,87.13,97.83,86.92,124.19,93.14,92.34,147.92,14.54,122.88,722.85
2022070100,81.81,91.13,79.93,117.43,87.42,91.8,138.16,14.48,119.56,704.91
2022070200,79.91,85.89,72.37,100.87,92.31,79.69,135.49,13.12,120.34,718.96
2022070300,84.02,90.09,76.89,102.44,86.07,80.44,140.38,13.95,137.31,751.79
2022070400,94.1,110.7,94.57,129.53,111.24,104.8,172.32,15.2,150.69,804.08
2022070500,85.1,102.05,88.59,124.36,102.31,95.77,142.93,15.57,132.44,736.53
2022070600,87.52,98.96,88.15,129.44,99.5,98.66,144.81,16.03,129.6,749.55
2022070700,83.68,99.08,87.77,129.98,97.13,96.73,143.1,16.08,121.47,759.63
2022070800,89.48,100.47,87.85,124.46,98.91,96.45,154.58,15.11,125.1,765.25
2022070900,81.15,86.72,74.64,101.46,80.18,78.1,132.48,13.23,123.96,750.48
2022071000,85.72,91.91,80.62,102.62,87.42,85.63,140.1,12.75,140.75,788.52
2022071100,91.49,104.32,91.92,124.09,101.05,103.48,147.51,14.43,130.81,776.24
2022071200,90.31,102.49,89.67,126.59,118.19,95.63,143.04,14.67,125.23,776.25
2022071300,96.12,103.2,92.37,128.84,112.02,95.81,145.9,13.64,130.85,781.59
2022071400,93.3,102.01,89.82,126.06,104.11,92.08,143.68,15.73,133.82,782.72
2022071500,86.53,97.05,84.81,117.02,96.46,85.47,137.34,14.57,132.89,768.13
2022071600,84.75,89.23,78.78,102.07,88.55,82.09,135.74,13.69,139.55,789.65
2022071700,89.77,95.78,82.77,104.16,91.2,85.99,142.74,13.69,155.59,828.19
2022071800,89.19,108.92,92.31,122.08,104.17,94.68,146.25,12.96,158.33,865.57
2022071900,87.38,104.53,91.82,125.02,102.81,93.39,142.75,13.24,150.48,824.07
2022072000,86.9,100.22,90.92,122.11,99.7,91.59,141.1,12.65,145.37,824.99
2022072100,90.14,104.3,94.94,127.56,110.11,97.76,147.31,13.25,148.65,862.23
2022072200,91.22,101.16,91.63,129.31,105.59,101.43,144.36,12.6,149.99,825.6
2022072300,88.37,93.82,84.88,108.09,92.85,83.24,141.85,11.29,148.57,839.78
2022072400,95.27,97.78,86.96,115.99,100.66,91.98,154.61,12.69,177.48,884.03
2022072500,95.44,105.14,95.73,157.81,108.34,97.42,154.25,12.9,150.33,866.41
2022072600,92.66,106.03,98.06,174.87,109.31,99.71,150.44,12.65,141.69,841.15
2022072700,92.35,107.24,96.59,177.37,108.63,100.1,149.46,12.43,151.62,823.08
2022072800,92.48,108.44,96.81,175.0,118.56,100.71,150.28,11.67,162.94,867.77
2022072900,96.48,110.28,96.64,175.47,116.07,104.62,155.21,11.53,157.91,871.44
2022073000,88.48,95.51,84.26,158.83,97.96,91.89,144.9,11.09,152.18,843.71
2022073100,91.47,98.72,85.87,151.97,103.62,96.16,151.3,12.81,263.23,1051.25
2022080100,92.17,102.05,93.73,130.34,103.47,98.93,162.22,12.54,229.76,948.35
2022080200,91.21,101.61,96.84,135.55,108.81,99.54,179.02,12.79,179.16,853.45
2022080300,92.55,104.55,99.34,140.02,110.84,99.76,158.34,12.95,160.87,836.33
2022080400,90.35,102.13,96.36,132.85,103.04,95.33,150.3,12.08,148.04,822.26
2022080500,103.71,122.55,103.73,136.68,112.0,105.98,162.88,11.77,161.57,865.87
2022080600,88.51,96.84,85.73,112.91,92.73,86.7,143.37,10.94,149.08,862.32
2022080700,94.63,97.45,88.91,114.15,95.39,89.68,150.49,12.32,167.91,910.28
2022080800,95.43,105.1,96.77,133.81,108.7,96.98,154.97,11.72,163.95,861.96
2022080900,94.56,103.68,94.47,134.2,106.8,98.09,157.15,13.33,154.29,821.43
2022081000,92.99,101.9,95.02,134.3,102.43,97.3,153.94,11.88,145.19,801.11
2022081100,93.28,102.13,95.22,130.43,100.39,96.82,150.91,11.73,142.64,797.69
2022081200,92.08,101.37,94.68,126.35,98.81,95.87,149.37,11.77,143.49,815.48
2022081300,104.74,92.43,85.54,114.39,92.27,87.59,148.69,11.37,144.48,859.6
2022081400,96.96,97.93,87.28,114.97,97.84,88.25,153.19,11.69,144.87,919.79
2022081500,100.85,103.56,95.01,128.2,103.22,95.43,156.99,12.08,139.51,886.41
2022081600,100.21,110.27,101.26,133.43,113.45,102.43,156.24,12.98,146.44,866.86
2022081700,95.9,110.13,99.79,131.25,107.13,101.14,153.3,12.89,140.39,847.78
2022081800,97.8,106.72,98.48,128.27,104.42,99.77,158.36,12.85,142.12,819.6
2022081900,108.18,117.34,105.15,131.54,110.5,105.36,170.23,12.31,146.31,865.62
2022082000,99.47,103.87,92.77,118.4,99.65,94.8,159.97,12.29,146.16,889.15
2022082100,98.25,108.05,93.75,116.8,97.24,95.64,166.58,12.97,146.57,900.11
2022082200,104.75,111.72,102.57,137.2,108.6,106.43,166.4,12.74,145.79,869.92
2022082300,130.15,114.52,104.92,139.42,112.53,110.73,163.92,13.27,149.94,849.05
2022082400,137.91,112.05,102.9,136.72,110.13,108.93,160.08,13.6,155.33,826.46
2022082500,104.17,112.78,103.72,133.89,111.35,109.9,159.39,13.34,190.31,817.93
2022082600,138.86,105.35,96.9,126.91,103.32,105.72,154.58,12.47,170.57,792.84
2022082700,92.89,99.15,87.03,108.64,92.72,92.32,151.6,12.14,155.13,860.8
2022082800,98.88,103.85,94.87,111.94,98.22,96.34,163.58,13.35,161.38,872.05
2022082900,102.46,112.22,103.11,132.27,111.08,108.39,162.92,15.15,146.66,859.78
2022083000,103.5,111.12,104.36,138.0,110.81,109.26,163.17,13.47,136.49,863.31
2022083100,103.57,107.62,98.97,132.64,107.96,109.34,164.27,13.51,136.93,895.26
2022090100,103.81,111.28,102.28,136.76,108.65,110.6,161.89,14.08,147.78,841.77
2022090200,96.62,104.8,95.96,127.93,101.96,102.82,153.3,13.66,144.51,878.21
2022090300,101.02,97.05,86.76,114.25,90.87,92.57,146.33,12.77,156.25,955.5
2022090400,105.08,98.61,89.87,120.63,94.22,98.89,156.44,13.13,174.21,1020.91
2022090500,110.9,109.75,102.41,137.41,111.72,113.54,169.61,15.84,162.22,1167.77
2022090600,112.99,119.72,112.0,148.6,117.77,119.83,172.48,16.29,176.16,1123.43
2022090700,111.25,121.03,112.34,148.92,117.43,120.1,169.57,15.78,170.66,1009.04
2022090800,109.24,116.01,108.52,143.86,114.89,118.37,169.55,24.33,163.78,3534.96
2022090900,112.99,112.48,102.0,135.17,111.03,114.78,173.02,26.38,152.22,3249.99
2022091000,105.51,103.13,98.46,126.69,100.3,103.33,167.3,20.11,160.27,2170.39
2022091100,115.31,109.44,100.76,124.65,106.73,111.18,174.55,21.51,187.5,1910.8
2022091200,119.95,121.81,116.65,146.68,122.21,125.99,177.64,20.94,159.71,1727.74
2022091300,119.93,121.54,118.88,149.9,121.91,128.37,192.47,20.19,162.1,1487.34
2022091400,119.81,123.09,118.08,150.51,123.8,129.92,184.0,18.56,173.9,1460.28
2022091500,118.18,123.05,119.77,148.58,121.54,127.75,174.34,17.13,157.83,1345.56
2022091600,108.13,116.37,107.7,140.83,112.83,118.46,168.17,15.96,151.21,1231.74
2022091700,102.27,106.03,97.48,124.24,100.44,109.7,163.2,14.56,160.93,1285.8
2022091800,121.12,117.27,106.09,127.22,110.1,120.26,176.16,16.36,175.35,1353.54
2022091900,125.52,131.63,116.82,147.73,124.16,129.6,183.43,24.14,181.2,2215.43
2022092000,121.45,143.2,121.57,155.17,125.62,132.38,181.81,18.6,152.83,1427.11
2022092100,121.16,132.32,121.8,154.64,126.51,132.76,182.36,17.39,145.26,1192.45
2022092200,115.39,126.09,118.2,170.32,124.74,129.07,178.15,16.99,142.9,1094.97
2022092300,106.03,115.68,107.43,139.04,113.9,115.04,162.37,15.39,138.5,1034.34
2022092400,106.18,108.12,99.02,129.26,103.07,105.28,158.57,13.71,148.45,1049.62
2022092500,111.0,117.09,104.32,128.47,107.91,112.12,168.58,15.52,154.97,1107.03
2022092600,117.1,127.02,119.06,150.9,124.53,127.95,181.54,15.36,157.12,1023.91
2022092700,117.79,127.89,121.91,165.83,127.01,132.24,181.07,16.01,150.96,1007.14
2022092800,114.72,123.0,114.96,151.71,119.51,144.78,175.25,15.24,137.09,1013.84
2022092900,112.34,117.81,112.57,143.11,117.12,127.51,168.73,14.21,131.18,1030.52
2022093000,101.63,108.06,103.08,131.53,106.87,114.54,157.04,13.09,169.34,986.01
2022100100,96.19,97.77,90.75,117.09,93.68,99.77,152.9,11.85,141.79,1022.0
2022100200,104.64,105.43,95.23,117.63,99.69,105.45,159.61,13.31,164.47,1069.66
2022100300,112.34,115.34,109.94,140.85,115.83,118.9,169.33,13.8,142.63,987.21
2022100400,115.97,116.32,110.13,142.37,130.04,121.23,167.97,12.85,137.25,918.37
2022100500,114.57,117.68,120.67,141.74,123.45,125.12,169.79,13.78,142.27,928.7
2022100600,117.01,118.15,137.57,141.63,121.58,125.3,167.81,14.75,144.99,923.77
2022100700,106.97,108.87,105.19,128.85,112.95,115.15,160.34,13.52,138.59,883.91
2022100800,100.98,100.51,94.45,111.53,97.78,102.89,149.44,11.69,140.09,894.76
2022100900,106.46,109.97,99.74,117.4,103.59,107.41,160.03,12.67,164.22,951.58
2022101000,112.96,124.0,111.72,139.96,119.49,119.72,173.49,13.97,138.51,915.37
2022101100,112.83,123.0,114.87,144.44,123.06,126.12,170.78,14.08,146.27,886.32
2022101200,114.13,121.76,114.52,146.7,124.37,122.27,169.59,15.04,147.52,895.89
2022101300,119.44,120.22,116.4,145.68,123.81,122.73,173.77,13.48,144.33,866.05
2022101400,110.9,118.87,103.8,163.68,112.24,236.97,158.24,12.31,132.39,880.32
2022101500,107.51,107.36,91.93,139.54,95.97,100.42,148.46,11.19,133.15,886.1
2022101600,112.92,110.31,99.92,127.85,104.23,107.35,161.3,12.4,159.98,958.16
2022101700,120.11,121.68,115.66,150.78,123.14,124.21,170.7,12.98,138.91,905.4
2022101800,116.52,120.56,117.15,149.07,123.76,124.52,168.94,13.78,134.95,873.08
2022101900,124.31,120.51,113.73,147.25,122.03,124.16,168.78,13.83,136.81,868.47
2022102000,112.69,118.55,126.22,151.22,121.46,123.28,171.9,15.86,133.3,1076.24
2022102100,112.5,113.35,106.4,148.59,113.93,115.27,166.03,13.92,138.87,1005.45
2022102200,108.13,102.84,94.71,130.1,101.81,103.42,157.95,13.32,150.92,976.03
2022102300,117.86,107.89,101.25,132.39,107.72,110.34,169.35,12.84,161.52,991.77
2022102400,128.08,121.2,116.23,155.24,130.12,125.79,181.43,14.23,153.84,1076.61
2022102500,124.93,122.43,118.72,162.53,136.87,129.18,181.97,15.87,152.31,1115.92
2022102600,119.97,124.27,119.54,153.05,130.96,128.94,175.26,14.86,157.56,985.32
2022102700,118.7,121.67,117.51,154.87,127.57,127.89,173.02,14.2,153.59,954.13
2022102800,115.48,112.81,109.7,156.44,118.48,123.09,169.84,15.69,142.21,929.33
2022102900,106.58,106.37,107.89,129.63,105.25,105.53,164.79,12.34,146.61,1512.47
2022103000,114.0,111.52,104.37,131.57,110.63,112.89,172.17,13.29,165.41,1055.02
2022103100,121.89,122.07,116.37,152.66,124.57,125.73,178.64,13.5,161.71,998.11
2022110100,121.56,122.87,119.45,153.5,127.0,134.57,182.31,14.65,169.08,972.4
2022110200,120.31,127.64,122.32,172.38,130.29,133.47,181.52,14.65,381.91,981.12
2022110300,116.02,125.96,120.41,151.28,136.72,130.5,179.1,14.77,178.8,960.66
2022110400,113.75,117.37,113.21,154.05,121.8,122.54,170.33,13.67,158.37,950.42
2022110500,106.25,106.69,102.44,159.93,107.82,112.0,163.71,12.88,150.2,1074.94
2022110600,112.04,112.92,107.18,157.0,112.79,116.7,171.35,15.76,168.92,1114.82
2022110700,120.45,128.39,125.06,174.17,135.48,136.54,184.22,14.77,177.65,998.73
2022110800,120.87,130.34,126.45,207.55,136.98,135.42,187.94,17.23,163.51,989.31
2022110900,115.56,126.19,122.1,204.95,131.35,131.99,180.8,17.93,159.96,1023.36
2022111000,112.55,119.98,116.22,265.55,124.52,125.58,176.11,15.22,164.35,1028.1
2022111100,107.02,114.36,108.49,226.88,115.14,117.02,163.94,14.32,162.66,1017.69
2022111200,103.62,104.07,96.84,194.99,104.1,106.2,161.81,13.67,162.14,1083.87
2022111300,111.58,115.22,105.86,258.18,113.06,116.49,171.3,15.43,194.65,1154.4
2022111400,125.24,129.44,121.99,240.33,134.58,131.44,184.93,15.87,183.4,1036.93
2022111500,119.13,131.59,124.58,221.86,131.36,130.48,182.34,14.82,177.3,990.72
2022111600,121.11,129.43,122.12,152.81,131.77,132.21,180.91,15.62,179.99,1014.64
2022111700,117.07,125.81,119.79,150.4,128.01,127.87,177.43,15.14,188.67,986.61
2022111800,118.89,117.04,108.84,170.93,116.86,118.05,177.85,14.42,187.08,947.0
2022111900,103.68,109.21,97.15,148.4,102.7,106.8,176.19,13.45,207.97,966.93
2022112000,110.43,115.28,105.49,160.85,114.15,115.4,183.93,13.78,442.66,1088.25
2022112100,116.5,125.44,118.91,165.26,126.44,128.86,184.13,15.91,352.59,1023.55
2022112200,118.67,129.34,119.75,148.07,127.61,129.0,181.26,15.28,366.36,1013.34
2022112300,112.88,127.68,118.42,145.83,124.59,124.0,177.5,15.28,341.9,1023.3
2022112400,109.86,120.44,111.27,138.3,116.98,119.65,170.45,16.18,395.59,1077.03
2022112500,106.54,114.72,103.99,136.85,108.97,111.88,166.8,14.36,421.74,1024.48
2022112600,110.15,108.4,94.95,122.79,101.57,106.56,164.06,14.44,453.02,1072.97
2022112700,121.38,115.76,103.55,125.57,111.97,116.77,175.31,15.28,496.36,1145.66
2022112800,127.09,129.18,119.78,145.45,131.6,131.11,188.84,16.33,488.77,1045.56
2022112900,122.16,129.64,119.5,146.37,129.12,131.91,187.79,17.39,451.2,1014.94
2022113000,121.37,128.89,119.69,147.67,129.33,132.65,179.68,16.05,477.99,1025.07
2022120100,118.12,124.56,115.59,158.09,125.59,127.59,172.97,17.1,419.13,1042.8
2022120200,100.98,102.98,94.04,141.97,107.99,105.99,148.6,12.3,315.76,876.85
