Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01,Growth Rate (%)
adjustments,142.07,135.85,166.29,170.02,182.31,190.91,34.37741958189625
rp,132.44,133.51,186.79,190.16,186.71,177.89,34.317426759287216
arcade,216.72,250.62,296.13,293.07,296.53,290.7,34.13621262458471
planet,524.94,529.35,539.87,686.81,694.11,702.89,33.899112279498596
notifications,84.28,96.03,109.34,98.44,103.24,112.81,33.8514475557665
pl,228.76,224.86,207.29,317.68,303.12,305.89,33.71655883895786
ana,74.65,74.95,86.56,89.49,94.45,99.79,33.67716008037508
judicial,69.83,67.93,68.34,73.83,81.27,93.28,33.58155520549907
footage,180.6,196.75,198.18,223.72,239.42,240.81,33.33887043189369
cure,60.2,77.29,77.45,76.06,79.08,80.27,33.338870431893675
hawaiian,60.2,65.58,63.78,76.06,72.49,80.27,33.338870431893675
lit,115.58,140.54,159.46,161.08,149.36,154.03,33.267001211282235
horror,115.58,121.8,132.12,143.18,153.76,154.03,33.267001211282235
yen,110.77,149.91,148.07,145.42,142.78,147.52,33.17685293852127
yugoslavia,151.7,152.25,141.23,196.87,193.3,201.76,32.99934080421886
complaint,101.14,117.11,107.06,114.1,123.01,134.5,32.98398259837849
ruby,233.58,252.96,264.24,277.41,300.93,310.23,32.81530952992551
hats,45.75,46.85,54.67,73.83,70.29,60.74,32.76502732240438
skirt,45.75,42.16,45.56,46.98,46.13,60.74,32.76502732240438
cents,86.69,96.03,116.17,118.57,116.42,114.98,32.63352174414582
blues,81.87,89.01,91.12,102.91,105.43,108.47,32.490533773054835
pond,40.94,44.5,52.39,53.69,52.72,54.24,32.486565705911104
rover,40.94,44.5,43.28,42.51,50.52,54.24,32.486565705911104
spy,158.93,168.64,195.9,203.58,213.06,210.43,32.404203108286666
fake,231.17,250.62,257.41,263.98,283.35,305.89,32.32253320067483
aurora,77.06,67.93,70.62,111.86,107.63,101.96,32.31248377887359
fiction,534.58,545.75,551.26,552.58,628.21,707.23,32.296382206592085
fear,298.59,306.84,323.47,387.03,393.18,394.83,32.231487993569786
boots,36.12,42.16,43.28,44.74,46.13,47.73,32.142857142857146
employers,144.48,147.56,159.46,172.26,188.9,190.91,32.13593576965671
bedroom,31.3,32.79,31.89,31.32,37.34,41.22,31.693290734824274
rack,31.3,32.79,34.17,40.27,43.93,41.22,31.693290734824274
rape,62.61,70.27,66.06,73.83,79.08,82.44,31.672256827982746
enhancing,173.38,168.64,179.96,181.21,199.89,227.79,31.38193563271427
highlights,199.86,208.46,220.96,217.0,239.42,262.5,31.341939357550274
replication,399.73,407.55,419.14,429.53,485.44,525.0,31.338653591174037
amd,385.28,416.92,416.86,460.85,478.85,505.47,31.19549418604653
victim,243.21,262.33,268.8,277.41,309.71,318.9,31.121253237942504
michelle,79.46,91.35,102.51,102.91,103.24,104.13,31.047067707022407
repairs,26.49,30.45,34.17,31.32,35.14,34.71,31.030577576443953
stunning,26.49,28.11,34.17,35.79,37.34,34.71,31.030577576443953
poison,26.49,25.76,34.17,33.56,32.95,34.71,31.030577576443953
racing,175.78,189.72,205.01,210.29,208.67,229.96,30.82261918306975
agrees,219.13,231.88,241.46,248.32,254.8,286.36,30.680418016702422
derby,48.16,51.53,54.67,58.17,63.7,62.91,30.627076411960136
algeria,69.83,74.95,75.17,73.83,92.25,91.12,30.48832879851068
ah,69.83,98.38,93.4,93.96,92.25,91.12,30.48832879851068
url,226.35,257.65,277.91,288.59,294.34,295.04,30.34680804064503
anxiety,156.52,161.62,157.18,194.63,206.47,203.93,30.29005877843087
drunk,43.34,44.5,47.84,46.98,48.32,56.4,30.133825565297634
mom,21.67,23.42,27.34,22.37,24.16,28.2,30.133825565297634
