Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01
directory,63.92,64.79,63.32,57.67,56.27,57.51
board,2475.4,2458.28,2448.82,2477.49,2494.11,2480.77
location,1911.93,1899.2,1889.52,1883.49,1871.15,1860.02
change,2652.26,2657.44,2678.04,2677.61,2695.32,2724.9
white,7662.0,7629.8,7650.72,7696.61,7698.31,7750.73
text,1497.4,1454.69,1451.58,1457.31,1478.96,1509.89
small,7097.92,7106.11,7036.32,7040.32,7017.95,7031.3
rating,570.29,567.48,557.54,542.1,534.86,524.91
rate,1699.7,1702.44,1689.61,1679.34,1679.03,1684.11
government,8459.42,8421.03,8481.45,8493.03,8498.61,8523.71
children,4589.01,4515.85,4538.25,4588.21,4559.08,4572.52
during,25786.58,25826.38,25908.68,25981.38,26072.18,26050.37
usa,379.78,374.32,370.52,362.74,352.97,341.67
return,4156.48,4145.73,4147.8,4148.19,4149.84,4159.81
students,1563.18,1547.08,1530.14,1547.86,1554.55,1552.74
v,2603.85,2604.05,2575.45,2539.2,2475.35,2457.66
shopping,152.66,161.97,170.6,175.32,173.93,175.91
account,1641.37,1685.05,1676.12,1670.69,1662.55,1663.25
times,7765.02,7698.78,7622.58,7572.04,7528.93,7516.74
sites,1172.85,1191.95,1221.77,1218.56,1221.48,1218.4
level,3516.07,3547.66,3607.86,3638.96,3657.61,3644.48
digital,738.46,740.24,739.28,731.83,724.13,712.09
profile,587.67,574.08,577.47,587.65,599.09,605.53
previous,3311.91,3364.69,3412.04,3419.24,3436.5,3435.31
form,5250.52,5214.11,5186.66,5193.16,5190.56,5160.01
events,2768.92,2764.82,2743.71,2732.97,2736.81,2730.54
love,3043.83,3107.35,3064.98,3031.12,3040.33,3044.02
old,6377.45,6380.26,6339.25,6303.88,6293.25,6256.06
john,10030.67,9908.12,9838.65,9776.75,9734.87,9725.76
main,6157.16,6190.1,6195.03,6198.35,6198.32,6191.78
call,1653.78,1649.05,1625.7,1617.64,1611.39,1608.56
hours,2812.98,2806.81,2775.36,2776.8,2764.09,2767.19
image,1778.51,1781.03,1772.86,1772.19,1771.11,1772.63
department,2183.12,2188.94,2172.1,2170.69,2188.88,2188.15
title,3554.54,3536.86,3533.4,3508.05,3536.54,3519.32
description,853.26,865.62,861.22,855.82,859.41,874.47
non,3012.8,3037.76,3026.87,3043.23,3077.85,3085.18
k,1385.08,1421.7,1360.13,1306.8,1290.25,1261.81
y,537.4,557.28,525.29,513.26,502.46,498.97
insurance,307.18,299.34,303.1,305.07,300.68,300.51
another,8637.52,8687.38,8676.09,8704.67,8729.38,8780.81
why,1052.46,1040.18,1013.06,1007.49,1000.94,998.51
shall,472.86,467.3,441.46,429.06,414.36,413.27
property,1300.69,1307.73,1327.88,1343.71,1365.28,1361.04
class,4233.43,4162.53,4153.08,4163.18,4161.2,4154.73
cd,662.13,650.26,653.1,659.74,655.93,653.46
still,6299.88,6257.29,6218.48,6192.0,6159.67,6148.93
money,2469.81,2440.89,2440.02,2443.47,2431.02,2431.16
quality,1546.43,1578.87,1572.35,1576.69,1573.88,1560.07
every,3087.27,3070.76,3047.39,3042.66,3043.18,3035.56
listing,237.05,234.55,240.37,243.37,241.57,239.62
content,1009.64,1021.59,1035.92,1031.14,1049.82,1050.95
country,4431.39,4419.87,4472.59,4506.89,4473.25,4440.02
private,2096.86,2064.77,2075.95,2091.11,2146.82,2143.61
little,5333.68,5323.28,5270.5,5248.53,5225.8,5203.42
visit,1509.81,1500.88,1491.45,1509.79,1493.17,1493.54
save,863.81,865.62,869.43,867.35,874.76,868.83
tools,336.34,327.53,334.76,338.52,338.19,336.03
low,3942.39,4002.36,4082.73,4080.14,4088.45,4103.99
reply,232.71,236.95,230.99,227.8,225.08,223.27
customer,74.47,77.98,75.63,76.7,72.19,68.22
december,8051.71,7938.13,7898.12,7884.03,7854.62,7834.17
compare,135.9,136.17,137.19,134.37,130.73,135.31
movies,361.16,346.73,330.07,303.92,303.52,305.59
include,4101.87,4149.93,4169.5,4181.63,4171.44,4179.54
college,3041.97,3042.56,3004.01,3001.71,3008.5,2997.23
value,1253.52,1259.14,1271.02,1273.35,1269.79,1297.9
article,1390.67,1363.51,1324.37,1312.56,1328.9,1330.6
york,7701.72,7599.21,7586.82,7516.1,7456.18,7501.52
man,6457.51,6467.84,6392.01,6380.01,6301.77,6304.55
