Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
lakes,6.153e-05,6.103e-05,6.103e-05,6.128e-05,6.314e-05,0.03457316
butt,3.14e-06,3.05e-06,3.08e-06,3.1e-06,3.18e-06,0.03246753
donations,1.067e-05,1.038e-05,1.128e-05,1.053e-05,9.02e-06,-0.20035461
associations,2.323e-05,2.319e-05,2.154e-05,2.321e-05,2.441e-05,0.13324048
citysearch,0.0,0.0,0.0,0.0,0.0,
closely,0.00015509,0.00015319,0.00014053,0.00015414,0.00018994,0.35159752
radiation,3.642e-05,3.662e-05,4.616e-05,3.652e-05,4.722e-05,0.0229636
diary,1.758e-05,1.709e-05,1.641e-05,1.734e-05,1.486e-05,-0.0944546
seriously,2.637e-05,2.807e-05,2.616e-05,2.722e-05,1.114e-05,-0.57415902
kings,6.153e-05,6.103e-05,6.155e-05,6.128e-05,5.836e-05,-0.05182778
shooting,4.772e-05,5.127e-05,4.718e-05,4.949e-05,4.032e-05,-0.14540059
kent,8.791e-05,8.483e-05,7.437e-05,8.637e-05,7.693e-05,0.03442248
adds,1.067e-05,9.76e-06,1.077e-05,1.021e-05,2.65e-06,-0.75394615
nsw,1.88e-06,1.83e-06,1.03e-06,1.86e-06,1.06e-06,0.02912621
ear,1.758e-05,1.831e-05,1.641e-05,1.794e-05,1.539e-05,-0.06215722
flags,1.319e-05,1.282e-05,1.487e-05,1.3e-05,1.592e-05,0.07061197
pci,0.0,0.0,0.0,0.0,0.0,
baker,3.139e-05,3.052e-05,2.923e-05,3.096e-05,2.653e-05,-0.09237085
launched,0.00020469,0.00021055,0.00020156,0.00020762,0.00034539,0.71358404
elsewhere,4.709e-05,5.127e-05,4.462e-05,4.918e-05,1.432e-05,-0.67906768
pollution,2.449e-05,2.441e-05,2.513e-05,2.445e-05,2.759e-05,0.09789097
conservative,6.279e-05,6.164e-05,7.026e-05,6.221e-05,7.852e-05,0.11756334
guestbook,0.0,0.0,0.0,0.0,0.0,
shock,3.014e-05,2.807e-05,2.616e-05,2.911e-05,2.441e-05,-0.06689602
effectiveness,1.57e-05,1.526e-05,1.59e-05,1.548e-05,2.971e-05,0.86855346
walls,4.081e-05,4.455e-05,4.154e-05,4.268e-05,4.297e-05,0.03442465
abroad,3.705e-05,4.028e-05,3.898e-05,3.866e-05,3.183e-05,-0.1834274
ebony,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.06e-06,0.02912621
tie,2.574e-05,2.624e-05,2.359e-05,2.599e-05,2.281e-05,-0.03306486
ward,3.391e-05,3.357e-05,3.18e-05,3.374e-05,2.918e-05,-0.08238994
drawn,6.907e-05,6.591e-05,6.155e-05,6.749e-05,5.359e-05,-0.12932575
arthur,0.00012684,0.00012572,0.00011386,0.00012628,0.00011566,0.01580889
ian,4.207e-05,4.089e-05,4.154e-05,4.148e-05,3.661e-05,-0.11868079
visited,5.525e-05,5.127e-05,5.231e-05,5.326e-05,3.926e-05,-0.24947429
roof,2.763e-05,2.685e-05,2.411e-05,2.724e-05,2.228e-05,-0.07590212
walker,1.695e-05,1.77e-05,1.539e-05,1.733e-05,1.486e-05,-0.03443795
demonstrate,1.695e-05,1.648e-05,1.744e-05,1.671e-05,1.857e-05,0.06479358
atmosphere,7.472e-05,7.751e-05,7.385e-05,7.611e-05,7.003e-05,-0.05172647
suggests,5.149e-05,5.371e-05,4.821e-05,5.26e-05,7.322e-05,0.51877204
kiss,3.14e-06,3.05e-06,3.59e-06,3.1e-06,3.71e-06,0.03342618
beast,8.16e-06,8.54e-06,1.026e-05,8.35e-06,9.55e-06,-0.06920078
ra,1.695e-05,1.709e-05,1.385e-05,1.702e-05,1.432e-05,0.03393502
operated,0.00013563,0.00013366,0.00013232,0.00013464,0.00016818,0.27100967
experiment,2.7e-05,2.685e-05,2.821e-05,2.692e-05,2.122e-05,-0.24778447
targets,3.139e-05,3.052e-05,3.077e-05,3.096e-05,2.494e-05,-0.18947026
overseas,4.646e-05,4.394e-05,4.667e-05,4.52e-05,4.35e-05,-0.06792372
purchases,2.51e-06,2.44e-06,4.1e-06,2.48e-06,5.84e-06,0.42439024
dodge,5.02e-06,4.88e-06,5.13e-06,4.95e-06,5.31e-06,0.03508772
counsel,1.444e-05,1.404e-05,1.128e-05,1.424e-05,1.645e-05,0.45833333
federation,3.83e-05,3.967e-05,4.308e-05,3.899e-05,4.244e-05,-0.01485608
pizza,1.88e-06,1.83e-06,1.03e-06,1.86e-06,1.06e-06,0.02912621
invited,3.328e-05,3.174e-05,3.231e-05,3.251e-05,3.555e-05,0.10027855
yards,1.444e-05,1.465e-05,1.282e-05,1.455e-05,1.432e-05,0.11700468
assignment,1.256e-05,1.16e-05,9.74e-06,1.208e-05,9.02e-06,-0.07392197
chemicals,8.16e-06,7.32e-06,1.026e-05,7.74e-06,8.49e-06,-0.17251462
gordon,5.4e-05,5.31e-05,4.821e-05,5.355e-05,4.722e-05,-0.02053516
mod,5.65e-06,5.49e-06,4.62e-06,5.57e-06,3.71e-06,-0.1969697
farmers,3.265e-05,3.174e-05,3.129e-05,3.219e-05,3.077e-05,-0.01661873
rc,0.0,0.0,0.0,0.0,0.0,
queries,0.0,0.0,1.03e-06,0.0,5.3e-07,-0.48543689
bmw,3.14e-06,3.05e-06,3.59e-06,3.1e-06,3.71e-06,0.03342618
rush,2.386e-05,2.441e-05,2.718e-05,2.413e-05,2.441e-05,-0.10191317
ukraine,9.42e-06,1.038e-05,1.487e-05,9.9e-06,1.379e-05,-0.07262946
absence,2.951e-05,3.174e-05,2.872e-05,3.062e-05,5.518e-05,0.92130919
nearest,1.758e-05,1.831e-05,1.744e-05,1.794e-05,1.698e-05,-0.02637615
cluster,2.198e-05,2.197e-05,2.257e-05,2.197e-05,2.281e-05,0.01063358
vendors,0.0,0.0,1.03e-06,0.0,1.06e-06,0.02912621
mpeg,0.0,0.0,0.0,0.0,0.0,
whereas,2.951e-05,3.052e-05,3.026e-05,3.001e-05,3.024e-05,-0.00066094
yoga,6.3e-07,6.1e-07,1.54e-06,6.2e-07,2.12e-06,0.37662338
serves,5.149e-05,4.76e-05,5.283e-05,4.955e-05,0.00027854,4.27238312
woods,3.077e-05,3.052e-05,2.872e-05,3.065e-05,2.387e-05,-0.16887187
surprise,2.951e-05,3.174e-05,3.129e-05,3.062e-05,2.759e-05,-0.11824864
lamp,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
rico,2.574e-05,2.563e-05,4e-05,2.569e-05,3.979e-05,-0.00525
partial,3.077e-05,3.601e-05,3.436e-05,3.339e-05,4.669e-05,0.3588475
shoppers,0.0,0.0,0.0,0.0,0.0,
phil,9.42e-06,8.54e-06,1.077e-05,8.98e-06,1.061e-05,-0.01485608
everybody,4.4e-06,4.27e-06,5.64e-06,4.33e-06,4.77e-06,-0.15425532
couples,6.3e-07,1.22e-06,3.08e-06,9.3e-07,3.18e-06,0.03246753
nashville,2.26e-05,2.38e-05,2.513e-05,2.32e-05,2.547e-05,0.01352965
ranking,6.719e-05,6.896e-05,6.462e-05,6.808e-05,8.489e-05,0.31367998
jokes,6.91e-06,6.71e-06,5.64e-06,6.81e-06,6.9e-06,0.22340426
cst,0.0,6.1e-07,5.1e-07,3e-07,5.3e-07,0.03921569
http,1.444e-05,9.76e-06,9.23e-06,1.21e-05,3.18e-06,-0.65547129
ceo,8.79e-06,6.71e-06,1.026e-05,7.75e-06,9.55e-06,-0.06920078
simpson,5.777e-05,5.615e-05,5.078e-05,5.696e-05,5.093e-05,0.00295392
twiki,0.0,0.0,0.0,0.0,0.0,
sublime,2.51e-06,2.44e-06,2.05e-06,2.48e-06,1.59e-06,-0.22439024
counseling,2.51e-06,3.05e-06,2.56e-06,2.78e-06,2.65e-06,0.03515625
palace,9.105e-05,9.338e-05,0.0001195,9.222e-05,0.00011778,-0.01439331
acceptable,5.65e-06,6.1e-06,7.18e-06,5.88e-06,3.18e-06,-0.55710306
satisfied,6.28e-06,6.1e-06,5.13e-06,6.19e-06,2.12e-06,-0.58674464
glad,6.3e-07,6.1e-07,5.1e-07,6.2e-07,0.0,-1.0
wins,4.898e-05,4.821e-05,4.565e-05,4.86e-05,3.979e-05,-0.12836802
measurements,1.507e-05,1.526e-05,1.487e-05,1.516e-05,1.432e-05,-0.03698722
verify,3.77e-06,4.27e-06,3.59e-06,4.02e-06,2.12e-06,-0.40947075
globe,5.525e-05,5.493e-05,5.744e-05,5.509e-05,7.268e-05,0.26532033
trusted,9.42e-06,9.76e-06,8.72e-06,9.59e-06,7.43e-06,-0.14793578
copper,4.646e-05,4.516e-05,4.308e-05,4.581e-05,4.404e-05,0.02228412
milwaukee,6.28e-06,6.71e-06,6.15e-06,6.49e-06,5.84e-06,-0.0504065
rack,0.0,0.0,0.0,0.0,0.0,
medication,1.256e-05,1.099e-05,9.74e-06,1.177e-05,8.49e-06,-0.12833676
warehouse,5.02e-06,4.88e-06,4.62e-06,4.95e-06,4.24e-06,-0.08225108
shareware,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
ec,1.88e-06,1.83e-06,2.05e-06,1.86e-06,2.12e-06,0.03414634
rep,0.0,0.0,0.0,0.0,0.0,
dicke,0.0,0.0,0.0,0.0,0.0,
kerry,8.16e-06,7.93e-06,9.23e-06,8.05e-06,8.49e-06,-0.08017335
receipt,0.0,0.0,0.0,0.0,5.3e-07,inf
supposed,1.946e-05,1.892e-05,1.846e-05,1.919e-05,5.84e-06,-0.6836403
ordinary,1.633e-05,1.648e-05,1.641e-05,1.641e-05,1.273e-05,-0.2242535
nobody,4.4e-06,4.88e-06,4.62e-06,4.64e-06,3.71e-06,-0.1969697
ghost,2.826e-05,2.868e-05,2.564e-05,2.847e-05,2.441e-05,-0.04797192
violation,5.65e-06,4.88e-06,6.67e-06,5.26e-06,6.37e-06,-0.04497751
configure,0.0,0.0,1.03e-06,0.0,1.06e-06,0.02912621
stability,3.139e-05,3.113e-05,2.975e-05,3.126e-05,3.979e-05,0.33747899
mit,4.4e-06,4.27e-06,6.67e-06,4.33e-06,5.84e-06,-0.12443778
applying,5.65e-06,4.88e-06,5.64e-06,5.26e-06,1.008e-05,0.78723404
southwest,7.912e-05,7.69e-05,7.591e-05,7.801e-05,8.436e-05,0.11131603
boss,1.381e-05,1.404e-05,1.436e-05,1.392e-05,1.22e-05,-0.15041783
pride,1.57e-05,1.404e-05,1.487e-05,1.487e-05,1.539e-05,0.03496974
institutional,3.77e-06,3.66e-06,5.64e-06,3.72e-06,5.84e-06,0.03546099
expectations,1.695e-05,1.648e-05,1.898e-05,1.671e-05,2.759e-05,0.45363541
independence,0.00013688,0.00013793,0.00015592,0.00013741,0.00016712,0.07183171
knowing,8.16e-06,6.1e-06,6.15e-06,7.13e-06,2.12e-06,-0.65528455
reporter,1.444e-05,1.526e-05,1.385e-05,1.485e-05,1.273e-05,-0.08086643
metabolism,1.507e-05,1.587e-05,1.18e-05,1.547e-05,1.114e-05,-0.0559322
keith,2.072e-05,2.014e-05,1.795e-05,2.043e-05,1.804e-05,0.00501393
champion,9.167e-05,9.948e-05,0.00010258,9.558e-05,0.00010346,0.00857867
cloudy,1.26e-06,1.22e-06,5.1e-07,1.24e-06,5.3e-07,0.03921569
linda,1.256e-05,1.221e-05,1.128e-05,1.239e-05,1.167e-05,0.03457447
ross,5.086e-05,5.004e-05,4.308e-05,5.045e-05,4.191e-05,-0.02715877
personally,2.26e-05,2.197e-05,2.359e-05,2.229e-05,2.175e-05,-0.07799915
chile,3.453e-05,3.662e-05,3.129e-05,3.557e-05,3.13e-05,0.00031959
anna,4.835e-05,4.821e-05,4.206e-05,4.828e-05,4.191e-05,-0.00356633
plenty,3.77e-06,3.66e-06,4.1e-06,3.72e-06,1.59e-06,-0.61219512
solo,7.598e-05,7.446e-05,7.796e-05,7.522e-05,8.011e-05,0.02757825
sentence,1.884e-05,1.892e-05,2.308e-05,1.888e-05,2.918e-05,0.26429809
throat,2.7e-05,2.685e-05,2.359e-05,2.692e-05,2.441e-05,0.03476049
ignore,1.88e-06,1.83e-06,5.1e-07,1.86e-06,1.06e-06,1.07843137
maria,4.395e-05,4.15e-05,4e-05,4.272e-05,3.767e-05,-0.05825
uniform,1.13e-05,1.099e-05,1.59e-05,1.114e-05,1.539e-05,-0.03207547
excellence,5.02e-06,4.27e-06,5.64e-06,4.65e-06,6.37e-06,0.12943262
wealth,3.391e-05,3.418e-05,3.744e-05,3.405e-05,5.146e-05,0.37446581
tall,5.714e-05,5.493e-05,5.18e-05,5.604e-05,4.297e-05,-0.17046332
rm,6.3e-07,6.1e-07,0.0,6.2e-07,0.0,
somewhere,6.91e-06,6.71e-06,6.15e-06,6.81e-06,2.65e-06,-0.56910569
vacuum,6.91e-06,7.32e-06,1.026e-05,7.12e-06,1.22e-05,0.18908382
dancing,1.633e-05,1.648e-05,1.59e-05,1.641e-05,1.539e-05,-0.03207547
attributes,8.16e-06,9.15e-06,8.21e-06,8.66e-06,1.432e-05,0.74421437
recognize,2.072e-05,2.014e-05,1.898e-05,2.043e-05,3.608e-05,0.90094837
brass,6.91e-06,9.15e-06,8.72e-06,8.03e-06,8.49e-06,-0.02637615
writes,1.193e-05,9.15e-06,1.385e-05,1.054e-05,4.24e-06,-0.69386282
plaza,1.758e-05,2.014e-05,2.103e-05,1.886e-05,2.175e-05,0.0342368
pdas,0.0,0.0,0.0,0.0,5.3e-07,inf
outcomes,7.53e-06,7.32e-06,1.128e-05,7.43e-06,2.175e-05,0.92819149
survival,4.646e-05,4.455e-05,4.565e-05,4.55e-05,5.412e-05,0.18554217
quest,4.395e-05,4.15e-05,3.744e-05,4.272e-05,5.571e-05,0.48798077
publish,2.574e-05,2.563e-05,2.462e-05,2.569e-05,1.857e-05,-0.24573517
sri,1.381e-05,1.16e-05,1.539e-05,1.271e-05,1.539e-05,0.0
screening,1.319e-05,1.099e-05,1.077e-05,1.209e-05,1.008e-05,-0.06406685
toe,3.77e-06,3.66e-06,3.59e-06,3.72e-06,2.65e-06,-0.26183844
thumbnail,0.0,0.0,0.0,0.0,0.0,
trans,3.202e-05,3.296e-05,3.18e-05,3.249e-05,2.918e-05,-0.08238994
jonathan,3.077e-05,2.807e-05,2.872e-05,2.942e-05,2.812e-05,-0.02089136
whenever,3.14e-06,3.05e-06,5.64e-06,3.1e-06,4.24e-06,-0.24822695
nova,3.579e-05,3.784e-05,3.488e-05,3.681e-05,3.555e-05,0.01920872
lifetime,7.095e-05,7.263e-05,6.873e-05,7.179e-05,6.579e-05,-0.04277608
api,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
pioneer,3.767e-05,3.784e-05,4.359e-05,3.775e-05,4.244e-05,-0.0263822
booty,5.02e-06,5.49e-06,3.59e-06,5.25e-06,1.06e-06,-0.70473538
forgotten,2.135e-05,1.953e-05,1.744e-05,2.044e-05,1.22e-05,-0.30045872
acrobat,0.0,0.0,0.0,0.0,0.0,
plates,2.072e-05,1.953e-05,2.616e-05,2.013e-05,2.865e-05,0.09518349
acres,7.53e-06,9.15e-06,1.077e-05,8.34e-06,1.326e-05,0.23119777
venue,3.202e-05,3.296e-05,3.334e-05,3.249e-05,4.669e-05,0.40041992
athletic,1.884e-05,2.197e-05,2.257e-05,2.04e-05,2.547e-05,0.12848914
thermal,1.821e-05,1.831e-05,2.154e-05,1.826e-05,2.228e-05,0.03435469
essays,1.633e-05,1.648e-05,2e-05,1.641e-05,1.804e-05,-0.098
behaviour,4.27e-05,4.455e-05,4e-05,4.363e-05,0.0,-1.0
vital,2.072e-05,2.319e-05,2.154e-05,2.196e-05,9.285e-05,3.31058496
telling,9.42e-06,9.15e-06,1.026e-05,9.29e-06,2.65e-06,-0.7417154
fairly,1.758e-05,1.77e-05,1.436e-05,1.764e-05,3.71e-06,-0.74164345
coastal,0.00012056,0.0001184,0.00010822,0.00011948,0.00011566,0.06874884
config,0.0,0.0,0.0,0.0,0.0,
cf,2.51e-06,3.66e-06,4.62e-06,3.09e-06,3.18e-06,-0.31168831
charity,3.202e-05,2.99e-05,2.975e-05,3.096e-05,2.387e-05,-0.19764706
intelligent,1.946e-05,1.648e-05,1.641e-05,1.797e-05,1.326e-05,-0.19195612
edinburgh,2.26e-05,2.319e-05,2.564e-05,2.29e-05,2.228e-05,-0.13104524
vt,5.65e-06,5.49e-06,4.62e-06,5.57e-06,4.77e-06,0.03246753
excel,1.26e-06,1.22e-06,2.05e-06,1.24e-06,6.37e-06,2.10731707
modes,1.57e-05,1.587e-05,1.59e-05,1.578e-05,1.645e-05,0.03459119
obligation,2.51e-06,3.05e-06,4.1e-06,2.78e-06,3.71e-06,-0.09512195
campbell,3.328e-05,3.418e-05,3.949e-05,3.373e-05,3.82e-05,-0.0326665
wake,2.888e-05,3.052e-05,3.077e-05,2.97e-05,2.759e-05,-0.10334742
stupid,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.65e-06,0.03515625
harbor,5.274e-05,5.188e-05,4.77e-05,5.231e-05,6.26e-05,0.31236897
hungary,3.579e-05,3.723e-05,3.898e-05,3.651e-05,4.085e-05,0.04797332
traveler,2.51e-06,3.05e-06,3.08e-06,2.78e-06,3.71e-06,0.20454545
urw,0.0,0.0,0.0,0.0,0.0,
segment,4.521e-05,4.455e-05,4.257e-05,4.488e-05,7.905e-05,0.85694151
realize,5.02e-06,4.88e-06,4.62e-06,4.95e-06,3.71e-06,-0.1969697
regardless,1.193e-05,1.16e-05,1.539e-05,1.177e-05,2.441e-05,0.58609487
lan,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
enemy,8.791e-05,8.605e-05,8.309e-05,8.698e-05,7.905e-05,-0.04862198
puzzle,1.507e-05,1.465e-05,1.641e-05,1.486e-05,1.751e-05,0.0670323
rising,5.525e-05,5.31e-05,4.924e-05,5.418e-05,7.003e-05,0.42221771
aluminum,1.88e-06,1.83e-06,2.05e-06,1.86e-06,1.645e-05,7.02439024
wells,3.077e-05,2.868e-05,2.718e-05,2.972e-05,2.6e-05,-0.04341428
wishlist,0.0,0.0,0.0,0.0,0.0,
opens,1.256e-05,1.038e-05,9.23e-06,1.147e-05,1.008e-05,0.09209101
insight,1.005e-05,9.15e-06,8.72e-06,9.6e-06,9.55e-06,0.09518349
sms,4.646e-05,4.516e-05,3.744e-05,4.581e-05,4.244e-05,0.13354701
shit,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
restricted,4.835e-05,5.004e-05,5.18e-05,4.92e-05,3.82e-05,-0.26254826
republican,0.00013688,0.00013427,0.00014207,0.00013558,0.00014325,0.00830576
secrets,1.13e-05,1.16e-05,1.077e-05,1.145e-05,1.061e-05,-0.01485608
lucky,4.4e-06,4.27e-06,5.13e-06,4.33e-06,5.31e-06,0.03508772
latter,0.00016576,0.00016051,0.00016053,0.00016314,0.00014059,-0.12421354
merchants,1.13e-05,1.221e-05,1.333e-05,1.176e-05,1.539e-05,0.15453863
thick,4.646e-05,4.577e-05,4.154e-05,4.612e-05,3.555e-05,-0.14419836
trailers,4.4e-06,4.27e-06,4.1e-06,4.33e-06,4.24e-06,0.03414634
repeat,8.79e-06,7.93e-06,7.18e-06,8.36e-06,4.24e-06,-0.40947075
syndrome,1.444e-05,1.282e-05,1.744e-05,1.363e-05,1.857e-05,0.06479358
philips,1.88e-06,1.83e-06,2.56e-06,1.86e-06,2.12e-06,-0.171875
attendance,4.144e-05,4.333e-05,4.206e-05,4.239e-05,4.191e-05,-0.00356633
penalty,2.449e-05,3.052e-05,3.847e-05,2.751e-05,3.82e-05,-0.00701846
drum,1.884e-05,1.892e-05,1.949e-05,1.888e-05,1.963e-05,0.00718317
glasses,3.14e-06,3.66e-06,6.15e-06,3.4e-06,5.31e-06,-0.13658537
enables,3.14e-06,3.05e-06,4.1e-06,3.1e-06,1.645e-05,3.01219512
nec,6.3e-07,6.1e-07,1.03e-06,6.2e-07,1.06e-06,0.02912621
iraqi,1.193e-05,1.221e-05,1.693e-05,1.207e-05,1.592e-05,-0.05965741
builder,1.005e-05,1.038e-05,9.23e-06,1.021e-05,7.43e-06,-0.19501625
vista,5.02e-06,5.49e-06,7.18e-06,5.25e-06,7.43e-06,0.03481894
jessica,6.91e-06,6.71e-06,5.64e-06,6.81e-06,5.84e-06,0.03546099
chips,2.51e-06,3.05e-06,4.1e-06,2.78e-06,5.84e-06,0.42439024
terry,2.009e-05,1.892e-05,1.539e-05,1.95e-05,1.592e-05,0.03443795
flood,3.202e-05,3.235e-05,3.795e-05,3.219e-05,3.289e-05,-0.13333333
foto,0.0,0.0,0.0,0.0,0.0,
ease,9.42e-06,9.15e-06,1.282e-05,9.29e-06,1.326e-05,0.03432137
arguments,1.381e-05,1.526e-05,1.59e-05,1.453e-05,9.02e-06,-0.4327044
amsterdam,1.695e-05,1.648e-05,1.795e-05,1.671e-05,1.486e-05,-0.17214485
orgy,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
arena,2.323e-05,2.38e-05,2.462e-05,2.352e-05,2.6e-05,0.05605199
adventures,5.4e-05,5.188e-05,4.975e-05,5.294e-05,5.093e-05,0.02371859
pupils,9.42e-06,9.76e-06,9.23e-06,9.59e-06,1.59e-06,-0.82773564
stewart,3.077e-05,3.052e-05,3.231e-05,3.065e-05,3.024e-05,-0.06406685
announcement,1.695e-05,1.709e-05,1.539e-05,1.702e-05,1.963e-05,0.27550357
tabs,0.0,0.0,5.1e-07,0.0,0.0,-1.0
outcome,1.444e-05,1.16e-05,1.641e-05,1.302e-05,3.396e-05,1.06946984
xx,8.79e-06,7.93e-06,6.67e-06,8.36e-06,7.96e-06,0.1934033
appreciate,1.88e-06,1.83e-06,1.54e-06,1.86e-06,2.12e-06,0.37662338
expanded,9.795e-05,0.00010192,0.00011027,9.993e-05,0.0001581,0.43375351
casual,3.14e-06,3.66e-06,4.1e-06,3.4e-06,5.84e-06,0.42439024
grown,4.709e-05,4.638e-05,4.565e-05,4.673e-05,2.069e-05,-0.54676889
polish,7.912e-05,7.446e-05,9.232e-05,7.679e-05,8.701e-05,-0.05751733
lovely,0.0,0.0,0.0,0.0,0.0,
extras,2.51e-06,2.44e-06,2.05e-06,2.48e-06,1.06e-06,-0.48292683
gm,3.77e-06,3.66e-06,5.64e-06,3.72e-06,4.77e-06,-0.15425532
centres,2.009e-05,1.77e-05,2.513e-05,1.89e-05,1.59e-06,-0.93672901
jerry,1.381e-05,1.526e-05,1.487e-05,1.453e-05,1.539e-05,0.03496974
clause,1.319e-05,1.282e-05,2.103e-05,1.3e-05,1.963e-05,-0.06657156
smile,7.53e-06,6.71e-06,6.15e-06,7.12e-06,8.49e-06,0.3804878
lands,6.907e-05,6.713e-05,6.411e-05,6.81e-05,5.252e-05,-0.18078303
ri,0.0,0.0,0.0,0.0,0.0,
troops,0.00021725,0.0002252,0.00021131,0.00022122,0.00023556,0.1147603
indoor,5.02e-06,4.88e-06,5.13e-06,4.95e-06,6.37e-06,0.2417154
bulgaria,1.444e-05,1.709e-05,1.795e-05,1.577e-05,1.857e-05,0.03454039
armed,0.0001463,0.00014403,0.00015489,0.00014516,0.00013847,-0.10601072
broker,5.02e-06,4.88e-06,5.13e-06,4.95e-06,2.65e-06,-0.4834308
charger,0.0,0.0,1.54e-06,0.0,5.3e-07,-0.65584416
regularly,6.028e-05,6.103e-05,5.642e-05,6.065e-05,3.183e-05,-0.43583836
believed,0.00016765,0.00016722,0.00016258,0.00016744,0.00028013,0.72302866
pine,4.395e-05,4.394e-05,3.847e-05,4.395e-05,3.873e-05,0.00675851
cooling,5.02e-06,4.27e-06,4.1e-06,4.65e-06,3.18e-06,-0.22439024
tend,3.139e-05,3.113e-05,2.718e-05,3.126e-05,3.502e-05,0.28844739
gulf,0.00010298,0.00010619,0.0001036,0.00010459,0.00010399,0.00376448
rt,6.3e-07,1.22e-06,1.03e-06,9.3e-07,1.06e-06,0.02912621
rick,2.009e-05,2.197e-05,2e-05,2.103e-05,2.016e-05,0.008
trucks,5.65e-06,5.49e-06,5.64e-06,5.57e-06,6.37e-06,0.12943262
cp,3.77e-06,3.66e-06,3.08e-06,3.72e-06,4.77e-06,0.5487013
mechanisms,1.193e-05,1.099e-05,1.333e-05,1.146e-05,2.334e-05,0.75093773
divorce,1.884e-05,1.953e-05,1.693e-05,1.919e-05,2.016e-05,0.19078559
laura,1.884e-05,1.709e-05,1.641e-05,1.797e-05,1.698e-05,0.03473492
shopper,0.0,0.0,0.0,0.0,0.0,
tokyo,2.951e-05,3.174e-05,3.231e-05,3.062e-05,3.236e-05,0.00154751
partly,5.274e-05,5.249e-05,5.488e-05,5.261e-05,4.191e-05,-0.23633382
nikon,0.0,0.0,0.0,0.0,0.0,
customize,1.26e-06,1.22e-06,1.03e-06,1.24e-06,2.12e-06,1.05825243
tradition,0.00010046,9.643e-05,0.00010617,9.844e-05,0.00010982,0.03437883
candy,6.91e-06,6.1e-06,4.62e-06,6.5e-06,4.77e-06,0.03246753
pills,3.14e-06,2.44e-06,2.05e-06,2.79e-06,1.59e-06,-0.22439024
tiger,2.512e-05,2.38e-05,2.513e-05,2.446e-05,2.441e-05,-0.02865101
donald,3.83e-05,3.967e-05,3.795e-05,3.899e-05,3.555e-05,-0.06324111
folks,6.3e-07,1.22e-06,1.03e-06,9.3e-07,5.3e-07,-0.48543689
sensor,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
exposed,3.83e-05,3.845e-05,4.103e-05,3.837e-05,2.918e-05,-0.28881306
telecom,0.0,0.0,0.0,0.0,0.0,
hunt,2.763e-05,2.807e-05,2.923e-05,2.785e-05,2.387e-05,-0.18337325
angels,1.633e-05,1.648e-05,1.693e-05,1.641e-05,1.857e-05,0.09686946
deputy,3.705e-05,3.723e-05,3.693e-05,3.714e-05,3.82e-05,0.03438939
indicators,1.26e-06,1.22e-06,1.03e-06,1.24e-06,3.18e-06,2.08737864
sealed,1.444e-05,1.282e-05,1.18e-05,1.363e-05,8.49e-06,-0.28050847
thai,6.3e-07,1.22e-06,6.15e-06,9.3e-07,4.24e-06,-0.31056911
emissions,8.79e-06,7.32e-06,1.231e-05,8.05e-06,1.432e-05,0.16328188
physicians,5.02e-06,4.88e-06,6.15e-06,4.95e-06,7.96e-06,0.29430894
loaded,6.28e-06,6.71e-06,7.69e-06,6.49e-06,8.49e-06,0.10403121
fred,1.821e-05,1.892e-05,2.103e-05,1.856e-05,2.016e-05,-0.04136947
complaint,3.77e-06,3.66e-06,4.1e-06,3.72e-06,3.71e-06,-0.09512195
scenes,7.409e-05,7.507e-05,7.437e-05,7.458e-05,6.95e-05,-0.06548339
experiments,3.767e-05,3.601e-05,3.18e-05,3.684e-05,2.865e-05,-0.0990566
balls,8.16e-06,7.93e-06,6.67e-06,8.05e-06,7.96e-06,0.1934033
afghanistan,2.009e-05,1.953e-05,2.359e-05,1.981e-05,2.494e-05,0.05722764
dd,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
boost,8.16e-06,7.93e-06,9.74e-06,8.05e-06,1.379e-05,0.41581109
spanking,0.0,0.0,0.0,0.0,0.0,
scholarship,2.7e-05,2.868e-05,2.77e-05,2.784e-05,2.812e-05,0.01516245
governance,8.79e-06,9.15e-06,1.436e-05,8.97e-06,5.518e-05,2.84261838
mill,1.507e-05,1.465e-05,1.436e-05,1.486e-05,1.432e-05,-0.00278552
founded,0.00018209,0.00018309,0.00019746,0.00018259,0.00017561,-0.11065532
supplements,4.4e-06,4.27e-06,5.64e-06,4.33e-06,5.84e-06,0.03546099
chronic,1.381e-05,1.465e-05,1.487e-05,1.423e-05,1.592e-05,0.07061197
icons,6.28e-06,6.71e-06,7.69e-06,6.49e-06,7.96e-06,0.03511053
